Year,Month,Day,Time,North,South,East,West,Central
2014,3,16,0100,50,36,44,28,32
2014,3,16,0200,49,35,43,28,31
2014,3,16,0300,48,34,42,28,30
2014,3,16,0400,48,35,41,28,30
2014,3,16,0500,47,35,40,28,31
2014,3,16,0600,47,35,39,28,30
2014,3,16,0700,46,34,39,28,30
2014,3,16,0800,45,33,38,28,29
2014,3,16,0900,42,32,37,27,28
2014,3,16,1000,39,30,35,26,26
2014,3,16,1100,37,29,34,26,26
2014,3,16,1200,35,27,34,26,25
2014,3,16,1300,34,27,34,25,24
2014,3,16,1400,33,27,34,24,24
2014,3,16,1500,32,26,33,23,24
2014,3,16,1600,31,25,33,23,23
2014,3,16,1700,31,25,32,22,23
2014,3,16,1800,30,25,31,22,23
2014,3,16,1900,29,25,31,21,24
2014,3,16,2000,29,25,30,20,23
2014,3,16,2100,28,24,30,20,23
2014,3,16,2200,27,24,29,19,23
2014,3,16,2300,25,23,29,17,21
2014,3,17,0000,23,18,22,19,15
2014,3,17,0100,23,20,26,16,19
2014,3,17,0200,22,20,27,15,18
2014,3,17,0300,21,19,26,15,17
2014,3,17,0400,21,18,25,15,17
2014,3,17,0500,20,18,25,14,16
2014,3,17,0600,19,17,25,14,15
2014,3,17,0700,19,17,23,13,15
2014,3,17,0800,19,17,23,13,15
2014,3,17,0900,18,17,23,13,15
2014,3,17,1000,18,17,23,13,15
2014,3,17,1100,18,17,22,13,14
2014,3,17,1200,18,18,22,14,15
2014,3,17,1300,19,18,22,14,15
2014,3,17,1400,19,18,22,14,15
2014,3,17,1500,19,18,23,15,15
2014,3,17,1600,20,19,23,15,16
2014,3,17,1700,20,19,23,16,16
2014,3,17,1800,20,18,23,17,16
2014,3,17,1900,20,18,23,17,15
2014,3,17,2000,21,18,23,18,15
2014,3,17,2100,21,18,23,18,15
2014,3,17,2200,22,18,22,18,15
2014,3,17,2300,22,18,22,19,15
2014,3,18,0000,33,27,24,26,23
2014,3,18,0100,23,18,22,20,16
2014,3,18,0200,24,18,21,21,16
2014,3,18,0300,24,19,21,21,17
2014,3,18,0400,24,19,21,22,17
2014,3,18,0500,25,20,22,23,18
2014,3,18,0600,27,20,22,23,18
2014,3,18,0700,27,21,22,24,19
2014,3,18,0800,28,23,21,24,19
2014,3,18,0900,29,23,20,25,20
2014,3,18,1000,29,23,20,25,20
2014,3,18,1100,30,24,20,25,20
2014,3,18,1200,29,23,19,25,19
2014,3,18,1300,29,22,19,26,19
2014,3,18,1400,30,23,20,27,20
2014,3,18,1500,31,24,20,27,21
2014,3,18,1600,31,24,20,27,21
2014,3,18,1700,32,24,21,26,21
2014,3,18,1800,32,25,22,27,21
2014,3,18,1900,32,25,23,27,21
2014,3,18,2000,32,25,23,27,22
2014,3,18,2100,32,25,23,27,22
2014,3,18,2200,33,26,23,26,22
2014,3,18,2300,33,26,24,27,22
2014,3,19,0000,36,32,32,27,27
2014,3,19,0100,33,28,25,26,23
2014,3,19,0200,33,28,25,26,23
2014,3,19,0300,33,28,26,26,23
2014,3,19,0400,33,28,26,26,23
2014,3,19,0500,33,28,26,26,23
2014,3,19,0600,33,29,26,25,23
2014,3,19,0700,33,28,27,26,23
2014,3,19,0800,33,28,28,26,23
2014,3,19,0900,33,29,28,26,24
2014,3,19,1000,34,30,29,26,25
2014,3,19,1100,34,30,30,27,26
2014,3,19,1200,35,31,30,27,27
2014,3,19,1300,36,32,31,27,27
2014,3,19,1400,37,32,32,27,27
2014,3,19,1500,37,32,32,28,27
2014,3,19,1600,37,33,32,28,28
2014,3,19,1700,38,33,32,28,29
2014,3,19,1800,38,33,32,28,28
2014,3,19,1900,37,34,32,28,28
2014,3,19,2000,37,33,32,28,28
2014,3,19,2100,37,33,32,27,28
2014,3,19,2200,36,32,32,27,27
2014,3,19,2300,36,32,32,27,27
2014,3,20,0000,45,29,29,31,35
2014,3,20,0100,37,31,32,27,27
2014,3,20,0200,39,32,31,28,28
2014,3,20,0300,40,32,31,29,29
2014,3,20,0400,40,32,31,30,30
2014,3,20,0500,41,32,31,30,31
2014,3,20,0600,43,32,31,31,32
2014,3,20,0700,44,32,31,31,33
2014,3,20,0800,46,31,31,32,35
2014,3,20,0900,46,31,30,32,35
2014,3,20,1000,45,30,30,32,35
2014,3,20,1100,45,30,30,32,34
2014,3,20,1200,44,29,29,31,33
2014,3,20,1300,43,29,28,31,33
2014,3,20,1400,43,29,28,31,33
2014,3,20,1500,43,29,28,30,33
2014,3,20,1600,42,29,28,31,34
2014,3,20,1700,42,28,27,31,33
2014,3,20,1800,42,27,27,30,33
2014,3,20,1900,42,27,27,30,33
2014,3,20,2000,43,28,27,31,33
2014,3,20,2100,44,29,28,32,34
2014,3,20,2200,44,29,29,32,35
2014,3,20,2300,45,29,29,31,35
2014,3,21,0000,36,34,31,32,31
2014,3,21,0100,44,29,29,31,35
2014,3,21,0200,43,28,29,30,34
2014,3,21,0300,42,27,29,29,33
2014,3,21,0400,41,27,29,29,32
2014,3,21,0500,40,27,29,27,31
2014,3,21,0600,39,28,28,27,29
2014,3,21,0700,37,27,28,26,28
2014,3,21,0800,35,27,28,25,26
2014,3,21,0900,35,27,28,24,26
2014,3,21,1000,34,26,28,24,25
2014,3,21,1100,34,27,29,24,26
2014,3,21,1200,34,27,29,24,25
2014,3,21,1300,34,27,30,24,26
2014,3,21,1400,35,28,31,25,27
2014,3,21,1500,35,28,31,25,28
2014,3,21,1600,35,29,31,26,32
2014,3,21,1700,36,31,32,29,35
2014,3,21,1800,36,33,32,32,37
2014,3,21,1900,37,34,33,32,35
2014,3,21,2000,37,34,33,30,32
2014,3,21,2100,36,34,32,31,32
2014,3,21,2200,36,34,32,32,31
2014,3,21,2300,36,34,31,32,31
2014,3,22,0000,51,39,35,35,39
2014,3,22,0100,36,34,31,32,31
2014,3,22,0200,37,35,30,32,32
2014,3,22,0300,37,35,30,32,32
2014,3,22,0400,37,35,30,32,33
2014,3,22,0500,38,35,30,33,33
2014,3,22,0600,38,35,29,33,33
2014,3,22,0700,38,35,29,33,34
2014,3,22,0800,41,36,29,34,35
2014,3,22,0900,42,37,29,34,36
2014,3,22,1000,43,37,30,34,37
2014,3,22,1100,44,38,30,35,38
2014,3,22,1200,45,39,30,35,39
2014,3,22,1300,45,39,30,36,39
2014,3,22,1400,45,38,30,36,39
2014,3,22,1500,46,38,31,36,38
2014,3,22,1600,46,37,31,36,37
2014,3,22,1700,47,37,32,35,37
2014,3,22,1800,49,37,32,34,37
2014,3,22,1900,49,36,32,33,37
2014,3,22,2000,49,37,33,33,37
2014,3,22,2100,50,37,34,33,38
2014,3,22,2200,51,38,34,34,38
2014,3,22,2300,51,39,34,34,39
2014,3,23,0000,31,26,28,28,26
2014,3,23,0100,51,39,35,35,39
2014,3,23,0200,51,39,36,36,39
2014,3,23,0300,51,40,36,37,40
2014,3,23,0400,51,41,37,37,41
2014,3,23,0500,51,41,38,38,40
2014,3,23,0600,51,41,39,38,40
2014,3,23,0700,51,40,39,38,40
2014,3,23,0800,49,40,39,39,38
2014,3,23,0900,47,39,38,39,37
2014,3,23,1000,46,38,38,39,35
2014,3,23,1100,45,36,37,38,34
2014,3,23,1200,44,35,37,37,34
2014,3,23,1300,44,35,36,37,33
2014,3,23,1400,43,34,35,35,32
2014,3,23,1500,42,33,34,35,31
2014,3,23,1600,40,31,33,34,30
2014,3,23,1700,38,30,32,33,30
2014,3,23,1800,37,29,31,32,31
2014,3,23,1900,35,29,30,31,31
2014,3,23,2000,34,28,30,30,30
2014,3,23,2100,33,27,29,30,28
2014,3,23,2200,31,27,29,29,27
2014,3,23,2300,31,26,28,29,26
2014,3,24,0000,37,33,34,30,30
2014,3,24,0100,31,26,28,28,26
2014,3,24,0200,31,26,28,28,27
2014,3,24,0300,31,26,28,27,27
2014,3,24,0400,30,25,29,27,26
2014,3,24,0500,29,25,29,27,26
2014,3,24,0600,30,26,29,26,26
2014,3,24,0700,29,26,29,26,26
2014,3,24,0800,30,26,29,25,26
2014,3,24,0900,30,26,30,25,26
2014,3,24,1000,30,27,31,25,27
2014,3,24,1100,30,27,31,25,27
2014,3,24,1200,30,28,31,25,27
2014,3,24,1300,30,28,31,25,27
2014,3,24,1400,31,29,31,26,28
2014,3,24,1500,31,29,31,26,28
2014,3,24,1600,32,30,32,26,28
2014,3,24,1700,33,30,33,26,29
2014,3,24,1800,33,31,33,27,29
2014,3,24,1900,34,31,34,28,29
2014,3,24,2000,34,31,34,28,29
2014,3,24,2100,35,31,34,29,29
2014,3,24,2200,36,32,34,30,30
2014,3,24,2300,37,32,34,30,30
2014,3,25,0000,43,39,34,29,34
2014,3,25,0100,37,33,34,30,30
2014,3,25,0200,37,33,34,31,29
2014,3,25,0300,37,32,34,31,29
2014,3,25,0400,37,33,33,31,30
2014,3,25,0500,38,33,32,31,31
2014,3,25,0600,39,34,31,31,32
2014,3,25,0700,40,35,31,31,33
2014,3,25,0800,41,37,32,30,33
2014,3,25,0900,42,38,32,31,34
2014,3,25,1000,42,38,33,31,33
2014,3,25,1100,43,38,34,31,33
2014,3,25,1200,43,38,34,30,33
2014,3,25,1300,43,38,34,30,33
2014,3,25,1400,43,37,34,30,34
2014,3,25,1500,44,38,34,30,34
2014,3,25,1600,44,38,34,30,34
2014,3,25,1700,44,39,34,30,34
2014,3,25,1800,45,39,34,30,34
2014,3,25,1900,45,39,34,30,34
2014,3,25,2000,45,39,34,30,34
2014,3,25,2100,44,39,34,30,34
2014,3,25,2200,44,39,33,30,34
2014,3,25,2300,44,39,33,29,34
2014,3,26,0000,40,36,36,30,33
2014,3,26,0100,43,39,34,29,34
2014,3,26,0200,43,39,35,28,34
2014,3,26,0300,43,40,35,28,34
2014,3,26,0400,43,40,36,27,34
2014,3,26,0500,43,39,37,28,33
2014,3,26,0600,42,38,37,28,33
2014,3,26,0700,42,38,38,29,33
2014,3,26,0800,41,38,37,29,32
2014,3,26,0900,41,38,38,29,32
2014,3,26,1000,41,38,37,29,32
2014,3,26,1100,41,38,36,29,33
2014,3,26,1200,41,38,36,29,33
2014,3,26,1300,42,38,36,29,33
2014,3,26,1400,42,38,36,30,33
2014,3,26,1500,42,38,36,30,33
2014,3,26,1600,42,38,36,35,33
2014,3,26,1700,42,37,36,30,33
2014,3,26,1800,42,37,36,30,33
2014,3,26,1900,41,37,36,30,33
2014,3,26,2000,41,37,36,30,33
2014,3,26,2100,41,37,36,30,33
2014,3,26,2200,41,37,36,30,33
2014,3,26,2300,41,37,37,30,33
2014,3,27,0000,44,41,34,32,37
2014,3,27,0100,40,36,36,31,33
2014,3,27,0200,41,36,36,31,33
2014,3,27,0300,41,37,36,31,34
2014,3,27,0400,41,36,36,31,34
2014,3,27,0500,41,35,36,31,33
2014,3,27,0600,40,35,35,31,32
2014,3,27,0700,39,34,34,31,31
2014,3,27,0800,38,32,33,30,31
2014,3,27,0900,38,31,32,30,30
2014,3,27,1000,37,30,32,30,30
2014,3,27,1100,37,30,32,29,29
2014,3,27,1200,36,30,32,29,29
2014,3,27,1300,35,29,32,29,29
2014,3,27,1400,35,30,32,29,29
2014,3,27,1500,35,30,32,29,28
2014,3,27,1600,35,30,32,29,28
2014,3,27,1700,35,31,32,29,28
2014,3,27,1800,35,31,32,30,28
2014,3,27,1900,38,31,32,30,29
2014,3,27,2000,40,33,32,30,31
2014,3,27,2100,41,36,33,31,34
2014,3,27,2200,42,37,34,31,34
2014,3,27,2300,43,38,34,32,35
2014,3,28,0000,50,33,33,28,37
2014,3,28,0100,45,43,34,31,37
2014,3,28,0200,46,43,33,31,37
2014,3,28,0300,46,42,33,31,38
2014,3,28,0400,47,42,32,31,39
2014,3,28,0500,49,43,33,31,39
2014,3,28,0600,50,44,35,31,41
2014,3,28,0700,52,45,37,31,42
2014,3,28,0800,53,46,38,30,44
2014,3,28,0900,54,47,39,30,47
2014,3,28,1000,55,47,40,31,47
2014,3,28,1100,55,46,39,31,47
2014,3,28,1200,55,46,39,31,47
2014,3,28,1300,55,46,39,31,47
2014,3,28,1400,55,46,39,31,47
2014,3,28,1500,55,46,40,32,48
2014,3,28,1600,55,45,39,31,47
2014,3,28,1700,55,44,38,31,47
2014,3,28,1800,55,44,38,31,47
2014,3,28,1900,53,44,38,30,46
2014,3,28,2000,52,42,37,29,44
2014,3,28,2100,52,39,36,29,41
2014,3,28,2200,51,38,34,29,41
2014,3,28,2300,51,37,34,28,39
2014,3,29,0000,29,24,25,31,23
2014,3,29,0100,48,31,33,29,36
2014,3,29,0200,47,29,33,29,34
2014,3,29,0300,45,29,32,29,33
2014,3,29,0400,43,28,31,29,31
2014,3,29,0500,41,28,29,29,30
2014,3,29,0600,30,26,27,29,29
2014,3,29,0700,36,25,25,29,27
2014,3,29,0800,34,24,24,30,25
2014,3,29,0900,31,22,22,30,22
2014,3,29,1000,31,23,21,30,21
2014,3,29,1100,30,23,21,29,21
2014,3,29,1200,29,23,21,29,21
2014,3,29,1300,29,22,20,30,21
2014,3,29,1400,29,22,20,30,21
2014,3,29,1500,28,22,20,29,21
2014,3,29,1600,28,22,21,29,21
2014,3,29,1700,28,22,21,30,21
2014,3,29,1800,28,22,21,30,21
2014,3,29,1900,28,22,22,31,21
2014,3,29,2000,28,22,22,31,21
2014,3,29,2100,28,23,23,31,22
2014,3,29,2200,28,23,23,31,22
2014,3,29,2300,28,24,24,31,22
2014,3,30,0000,30,27,27,35,27
2014,3,30,0100,30,25,26,31,23
2014,3,30,0200,30,25,26,31,24
2014,3,30,0300,31,26,27,30,24
2014,3,30,0400,32,27,28,30,25
2014,3,30,0500,32,27,29,30,26
2014,3,30,0600,33,28,30,31,26
2014,3,30,0700,34,28,31,32,27
2014,3,30,0800,35,29,31,33,28
2014,3,30,0900,36,29,32,33,29
2014,3,30,1000,36,29,32,35,29
2014,3,30,1100,36,29,32,36,29
2014,3,30,1200,36,29,32,36,28
2014,3,30,1300,36,29,33,36,29
2014,3,30,1400,35,29,33,36,29
2014,3,30,1500,36,29,33,37,29
2014,3,30,1600,36,29,32,36,29
2014,3,30,1700,36,30,33,36,29
2014,3,30,1800,36,30,32,37,30
2014,3,30,1900,36,30,32,37,30
2014,3,30,2000,35,29,31,37,29
2014,3,30,2100,34,28,30,36,29
2014,3,30,2200,33,28,29,36,28
2014,3,30,2300,32,27,28,35,27
2014,3,31,0000,28,26,22,27,24
2014,3,31,0100,29,27,27,34,26
2014,3,31,0200,28,26,26,33,26
2014,3,31,0300,27,25,25,33,25
2014,3,31,0400,26,24,24,32,25
2014,3,31,0500,25,23,23,31,24
2014,3,31,0600,25,23,23,30,23
2014,3,31,0700,24,23,22,29,23
2014,3,31,0800,23,22,21,28,22
2014,3,31,0900,22,22,20,27,21
2014,3,31,1000,21,23,20,26,21
2014,3,31,1100,21,23,20,26,22
2014,3,31,1200,21,24,20,26,22
2014,3,31,1300,22,24,20,25,22
2014,3,31,1400,22,24,20,25,22
2014,3,31,1500,23,24,20,25,22
2014,3,31,1600,23,25,20,25,22
2014,3,31,1700,24,24,20,25,22
2014,3,31,1800,24,24,21,24,22
2014,3,31,1900,25,25,22,24,22
2014,3,31,2000,25,25,22,24,22
2014,3,31,2100,26,25,21,25,22
2014,3,31,2200,27,26,22,26,23
2014,3,31,2300,27,26,22,26,24
2014,4,1,0000,58,55,57,64,58
2014,4,1,0100,55,54,54,58,54
2014,4,1,0200,55,54,54,59,54
2014,4,1,0300,55,55,54,60,55
2014,4,1,0400,56,55,55,62,55
2014,4,1,0500,57,55,56,63,56
2014,4,1,0600,58,56,56,64,56
2014,4,1,0700,59,57,57,65,57
2014,4,1,0800,60,57,58,66,58
2014,4,1,0900,59,57,58,66,59
2014,4,1,1000,60,58,58,67,59
2014,4,1,1100,60,57,59,67,59
2014,4,1,1200,60,57,58,67,59
2014,4,1,1300,59,56,58,67,59
2014,4,1,1400,59,56,58,67,59
2014,4,1,1500,59,56,57,67,59
2014,4,1,1600,58,55,57,66,59
2014,4,1,1700,58,55,58,66,59
2014,4,1,1800,57,55,57,66,59
2014,4,1,1900,57,55,57,66,59
2014,4,1,2000,58,56,57,66,59
2014,4,1,2100,58,56,57,66,59
2014,4,1,2200,58,56,57,65,58
2014,4,1,2300,58,56,57,65,58
2014,4,2,0000,57,53,54,63,56
2014,4,2,0100,58,56,57,64,58
2014,4,2,0200,58,56,57,63,58
2014,4,2,0300,58,55,57,62,58
2014,4,2,0400,57,55,57,62,58
2014,4,2,0500,57,55,56,61,58
2014,4,2,0600,56,54,55,60,58
2014,4,2,0700,55,54,55,60,57
2014,4,2,0800,55,54,54,60,56
2014,4,2,0900,55,53,54,60,56
2014,4,2,1000,55,53,54,60,56
2014,4,2,1100,55,53,54,61,56
2014,4,2,1200,56,52,54,60,55
2014,4,2,1300,56,52,54,61,56
2014,4,2,1400,56,53,54,60,56
2014,4,2,1500,56,53,54,61,56
2014,4,2,1600,56,53,54,61,56
2014,4,2,1700,57,53,54,61,56
2014,4,2,1800,57,53,54,61,56
2014,4,2,1900,57,54,53,61,56
2014,4,2,2000,57,54,54,61,56
2014,4,2,2100,57,54,54,62,56
2014,4,2,2200,57,53,54,62,57
2014,4,2,2300,57,53,54,63,56
2014,4,3,0000,54,52,48,53,46
2014,4,3,0100,57,53,54,63,57
2014,4,3,0200,57,53,54,62,57
2014,4,3,0300,57,52,54,62,56
2014,4,3,0400,56,53,54,62,56
2014,4,3,0500,56,53,53,62,56
2014,4,3,0600,55,54,53,61,56
2014,4,3,0700,55,54,53,61,56
2014,4,3,0800,55,54,53,61,55
2014,4,3,0900,54,54,52,60,55
2014,4,3,1000,55,54,52,60,54
2014,4,3,1100,55,54,52,59,54
2014,4,3,1200,55,54,52,59,54
2014,4,3,1300,55,54,52,58,54
2014,4,3,1400,55,53,52,58,53
2014,4,3,1500,54,52,51,57,53
2014,4,3,1600,55,52,51,57,52
2014,4,3,1700,55,53,51,57,52
2014,4,3,1800,55,52,49,56,51
2014,4,3,1900,54,52,49,56,50
2014,4,3,2000,54,51,50,55,49
2014,4,3,2100,54,51,50,54,48
2014,4,3,2200,54,51,49,54,47
2014,4,3,2300,54,52,48,53,47
2014,4,4,0000,63,64,64,60,66
2014,4,4,0100,54,52,47,54,44
2014,4,4,0200,54,53,46,54,47
2014,4,4,0300,54,54,48,55,49
2014,4,4,0400,55,54,50,55,50
2014,4,4,0500,55,54,51,55,51
2014,4,4,0600,56,55,52,56,52
2014,4,4,0700,56,55,52,56,53
2014,4,4,0800,57,55,53,56,54
2014,4,4,0900,57,55,54,56,55
2014,4,4,1000,58,56,54,56,55
2014,4,4,1100,58,56,55,56,55
2014,4,4,1200,58,57,55,56,56
2014,4,4,1300,58,58,56,57,57
2014,4,4,1400,58,58,57,57,57
2014,4,4,1500,58,60,57,57,58
2014,4,4,1600,58,60,58,58,59
2014,4,4,1700,59,60,59,58,60
2014,4,4,1800,59,61,60,58,61
2014,4,4,1900,60,61,61,59,62
2014,4,4,2000,61,61,62,59,62
2014,4,4,2100,61,61,62,59,63
2014,4,4,2200,61,62,63,59,63
2014,4,4,2300,62,63,63,59,64
2014,4,5,0000,58,59,59,54,59
2014,4,5,0100,64,65,65,61,67
2014,4,5,0200,65,65,66,61,67
2014,4,5,0300,66,66,66,61,67
2014,4,5,0400,66,66,67,62,68
2014,4,5,0500,67,65,67,62,68
2014,4,5,0600,67,65,68,62,67
2014,4,5,0700,67,65,68,62,67
2014,4,5,0800,67,65,68,62,67
2014,4,5,0900,67,65,67,62,67
2014,4,5,1000,67,65,67,62,67
2014,4,5,1100,66,64,67,61,67
2014,4,5,1200,65,64,66,60,66
2014,4,5,1300,64,63,66,60,66
2014,4,5,1400,63,63,66,59,65
2014,4,5,1500,62,62,66,58,65
2014,4,5,1600,62,62,66,58,64
2014,4,5,1700,61,61,64,58,63
2014,4,5,1800,60,60,63,57,62
2014,4,5,1900,59,60,62,55,61
2014,4,5,2000,59,60,61,55,61
2014,4,5,2100,59,61,60,55,61
2014,4,5,2200,59,60,60,55,60
2014,4,5,2300,59,60,60,55,59
2014,4,6,0000,53,45,52,39,49
2014,4,6,0100,57,58,58,53,58
2014,4,6,0200,56,58,57,52,57
2014,4,6,0300,56,57,57,52,56
2014,4,6,0400,55,56,57,49,56
2014,4,6,0500,55,56,57,46,55
2014,4,6,0600,54,55,56,43,55
2014,4,6,0700,54,55,56,40,54
2014,4,6,0800,53,54,55,38,53
2014,4,6,0900,53,54,55,35,53
2014,4,6,1000,53,54,55,36,52
2014,4,6,1100,53,54,55,38,53
2014,4,6,1200,54,54,55,40,53
2014,4,6,1300,54,54,54,40,52
2014,4,6,1400,55,53,54,41,52
2014,4,6,1500,55,53,53,41,52
2014,4,6,1600,55,52,53,41,52
2014,4,6,1700,55,52,53,42,51
2014,4,6,1800,55,52,53,42,51
2014,4,6,1900,54,52,52,42,51
2014,4,6,2000,54,51,52,41,50
2014,4,6,2100,53,48,52,41,49
2014,4,6,2200,53,47,52,40,48
2014,4,6,2300,53,45,51,38,48
2014,4,7,0000,52,53,54,53,49
2014,4,7,0100,53,43,52,39,51
2014,4,7,0200,52,42,52,38,50
2014,4,7,0300,51,40,51,37,48
2014,4,7,0400,50,39,51,38,48
2014,4,7,0500,49,40,49,40,47
2014,4,7,0600,47,39,47,41,46
2014,4,7,0700,45,39,47,42,47
2014,4,7,0800,44,39,47,44,46
2014,4,7,0900,43,39,48,46,45
2014,4,7,1000,42,38,49,46,45
2014,4,7,1100,43,39,49,46,44
2014,4,7,1200,42,39,51,45,42
2014,4,7,1300,43,40,51,44,44
2014,4,7,1400,43,42,51,45,44
2014,4,7,1500,43,43,52,46,43
2014,4,7,1600,45,46,52,46,45
2014,4,7,1700,46,50,52,49,50
2014,4,7,1800,48,52,53,50,51
2014,4,7,1900,51,52,53,52,51
2014,4,7,2000,51,52,53,52,52
2014,4,7,2100,51,53,53,53,52
2014,4,7,2200,52,53,54,53,52
2014,4,7,2300,52,53,54,54,51
2014,4,8,0000,61,55,56,60,57
2014,4,8,0100,51,53,54,54,47
2014,4,8,0200,51,53,54,54,48
2014,4,8,0300,52,53,53,54,48
2014,4,8,0400,52,53,53,54,47
2014,4,8,0500,53,53,53,54,48
2014,4,8,0600,53,53,54,54,51
2014,4,8,0700,54,54,53,55,51
2014,4,8,0800,55,54,53,55,52
2014,4,8,0900,56,55,53,55,53
2014,4,8,1000,56,55,53,55,53
2014,4,8,1100,57,55,52,55,54
2014,4,8,1200,57,56,53,56,54
2014,4,8,1300,57,56,53,57,54
2014,4,8,1400,58,57,53,58,55
2014,4,8,1500,58,57,54,58,56
2014,4,8,1600,58,57,54,59,56
2014,4,8,1700,59,56,54,58,56
2014,4,8,1800,59,55,55,59,55
2014,4,8,1900,58,55,54,58,55
2014,4,8,2000,59,55,54,58,56
2014,4,8,2100,60,55,55,59,56
2014,4,8,2200,60,55,55,59,57
2014,4,8,2300,60,55,55,59,57
2014,4,9,0000,60,56,59,56,58
2014,4,9,0100,62,56,56,60,58
2014,4,9,0200,62,56,56,59,58
2014,4,9,0300,62,56,57,60,58
2014,4,9,0400,62,56,57,60,58
2014,4,9,0500,62,56,57,59,58
2014,4,9,0600,61,56,58,59,58
2014,4,9,0700,61,55,58,59,57
2014,4,9,0800,61,55,59,58,57
2014,4,9,0900,61,55,60,58,57
2014,4,9,1000,61,54,60,58,57
2014,4,9,1100,62,54,60,58,57
2014,4,9,1200,62,54,60,57,57
2014,4,9,1300,62,54,60,57,57
2014,4,9,1400,61,54,59,57,57
2014,4,9,1500,61,54,60,57,57
2014,4,9,1600,61,54,60,57,57
2014,4,9,1700,61,55,60,57,58
2014,4,9,1800,62,56,60,57,59
2014,4,9,1900,62,56,60,57,59
2014,4,9,2000,61,56,60,56,58
2014,4,9,2100,61,56,60,56,58
2014,4,9,2200,61,56,60,55,58
2014,4,9,2300,60,56,60,55,58
2014,4,10,0000,60,53,57,60,54
2014,4,10,0100,60,55,59,56,58
2014,4,10,0200,61,55,59,57,58
2014,4,10,0300,61,55,59,57,58
2014,4,10,0400,62,56,60,58,59
2014,4,10,0500,62,57,60,58,60
2014,4,10,0600,62,57,61,59,60
2014,4,10,0700,62,57,60,59,60
2014,4,10,0800,62,56,59,60,60
2014,4,10,0900,62,56,58,60,59
2014,4,10,1000,61,56,58,59,59
2014,4,10,1100,61,56,58,59,58
2014,4,10,1200,60,55,58,59,58
2014,4,10,1300,60,55,58,59,58
2014,4,10,1400,61,54,58,59,57
2014,4,10,1500,60,54,57,59,57
2014,4,10,1600,60,53,57,58,56
2014,4,10,1700,59,52,57,59,55
2014,4,10,1800,58,51,56,59,54
2014,4,10,1900,58,51,55,58,54
2014,4,10,2000,58,51,55,59,54
2014,4,10,2100,59,52,56,60,54
2014,4,10,2200,59,52,55,60,54
2014,4,10,2300,60,52,56,60,54
2014,4,11,0000,63,60,61,61,61
2014,4,11,0100,61,53,58,59,55
2014,4,11,0200,61,54,58,59,55
2014,4,11,0300,60,54,59,59,55
2014,4,11,0400,60,54,58,59,54
2014,4,11,0500,60,53,58,59,54
2014,4,11,0600,61,54,57,59,55
2014,4,11,0700,61,54,58,59,55
2014,4,11,0800,61,54,58,60,56
2014,4,11,0900,62,54,58,60,56
2014,4,11,1000,62,55,58,61,57
2014,4,11,1100,62,56,58,61,57
2014,4,11,1200,63,56,58,61,58
2014,4,11,1300,63,57,59,61,58
2014,4,11,1400,63,57,59,62,59
2014,4,11,1500,64,58,60,62,60
2014,4,11,1600,64,58,61,62,60
2014,4,11,1700,65,60,61,61,61
2014,4,11,1800,65,60,61,61,61
2014,4,11,1900,65,60,61,62,61
2014,4,11,2000,65,60,62,61,60
2014,4,11,2100,65,60,62,61,61
2014,4,11,2200,64,61,62,61,61
2014,4,11,2300,64,60,62,61,61
2014,4,12,0000,59,55,58,55,55
2014,4,12,0100,63,60,61,61,61
2014,4,12,0200,63,59,61,61,61
2014,4,12,0300,62,59,61,60,61
2014,4,12,0400,62,59,61,60,60
2014,4,12,0500,62,59,62,59,60
2014,4,12,0600,61,59,62,59,60
2014,4,12,0700,61,60,62,59,59
2014,4,12,0800,61,60,62,58,59
2014,4,12,0900,61,59,62,57,58
2014,4,12,1000,60,58,61,56,58
2014,4,12,1100,59,57,61,56,57
2014,4,12,1200,59,57,61,56,57
2014,4,12,1300,59,56,61,55,57
2014,4,12,1400,57,56,60,55,56
2014,4,12,1500,57,55,59,54,56
2014,4,12,1600,57,54,58,54,55
2014,4,12,1700,57,53,58,54,55
2014,4,12,1800,58,54,58,54,54
2014,4,12,1900,58,54,59,54,55
2014,4,12,2000,59,55,59,54,56
2014,4,12,2100,59,56,60,54,56
2014,4,12,2200,59,55,59,54,55
2014,4,12,2300,60,55,59,55,55
2014,4,13,0000,57,55,55,60,58
2014,4,13,0100,59,55,58,55,55
2014,4,13,0200,59,55,57,55,55
2014,4,13,0300,59,54,56,55,55
2014,4,13,0400,59,54,56,54,55
2014,4,13,0500,59,54,55,55,55
2014,4,13,0600,59,54,55,55,55
2014,4,13,0700,59,54,55,55,55
2014,4,13,0800,59,54,55,55,55
2014,4,13,0900,59,54,55,55,55
2014,4,13,1000,60,55,55,56,55
2014,4,13,1100,60,55,55,56,56
2014,4,13,1200,60,55,56,56,56
2014,4,13,1300,61,55,57,57,56
2014,4,13,1400,61,56,57,57,57
2014,4,13,1500,61,57,57,58,58
2014,4,13,1600,61,58,58,59,59
2014,4,13,1700,61,59,58,60,59
2014,4,13,1800,61,59,58,60,60
2014,4,13,1900,61,59,58,61,60
2014,4,13,2000,60,58,56,61,60
2014,4,13,2100,59,57,56,61,59
2014,4,13,2200,58,56,55,61,59
2014,4,13,2300,57,56,55,60,58
2014,4,14,0000,63,59,56,64,59
2014,4,14,0100,56,55,55,60,58
2014,4,14,0200,56,55,55,60,58
