Year,Month,Day,Time,North,South,East,West,Central
2014,1,16,1400,40,39,36,38,37
2014,1,16,1500,40,39,36,38,37
2014,1,16,1600,40,39,36,38,37
2014,1,16,1700,41,39,36,38,37
2014,1,16,1800,41,39,37,39,37
2014,1,16,1900,41,39,36,38,37
2014,1,16,2000,40,39,36,38,37
2014,1,16,2100,39,38,36,38,37
2014,1,16,2200,39,38,36,38,37
2014,1,16,2300,39,38,36,38,37
2014,1,17,0000,36,30,31,29,29
2014,1,17,0100,38,37,36,38,36
2014,1,17,0200,38,37,36,38,36
2014,1,17,0300,37,37,36,37,36
2014,1,17,0400,37,36,36,37,36
2014,1,17,0500,37,36,35,37,36
2014,1,17,0600,37,36,35,37,36
2014,1,17,0700,37,35,35,36,35
2014,1,17,0800,37,35,35,36,35
2014,1,17,0900,37,35,35,36,35
2014,1,17,1000,37,35,35,35,34
2014,1,17,1100,37,35,34,35,34
2014,1,17,1200,37,34,34,34,33
2014,1,17,1300,37,33,34,34,33
2014,1,17,1400,37,33,33,34,32
2014,1,17,1500,37,33,33,33,32
2014,1,17,1600,36,32,33,33,31
2014,1,17,1700,36,31,33,32,30
2014,1,17,1800,35,31,32,32,30
2014,1,17,1900,35,31,32,32,30
2014,1,17,2000,36,31,32,31,30
2014,1,17,2100,36,31,32,31,30
2014,1,17,2200,36,31,31,30,29
2014,1,17,2300,36,31,31,30,29
2014,1,18,0000,30,29,28,28,25
2014,1,18,0100,36,30,31,29,29
2014,1,18,0200,35,30,31,29,28
2014,1,18,0300,35,29,31,29,28
2014,1,18,0400,34,29,30,28,28
2014,1,18,0500,34,29,30,28,27
2014,1,18,0600,33,29,29,27,27
2014,1,18,0700,33,29,29,27,27
2014,1,18,0800,32,29,29,26,26
2014,1,18,0900,32,29,28,26,26
2014,1,18,1000,32,29,28,26,26
2014,1,18,1100,32,29,28,26,26
2014,1,18,1200,32,29,28,26,26
2014,1,18,1300,32,29,28,26,26
2014,1,18,1400,31,29,28,26,26
2014,1,18,1500,31,29,28,26,26
2014,1,18,1600,31,29,28,27,26
2014,1,18,1700,31,29,28,27,26
2014,1,18,1800,31,30,28,27,26
2014,1,18,1900,31,30,28,27,26
2014,1,18,2000,30,29,28,27,26
2014,1,18,2100,30,29,28,27,26
2014,1,18,2200,30,29,28,27,26
2014,1,18,2300,30,29,28,28,26
2014,1,19,0000,31,29,29,30,26
2014,1,19,0100,30,29,28,28,26
2014,1,19,0200,31,30,28,28,25
2014,1,19,0300,31,30,29,28,26
2014,1,19,0400,31,30,29,28,26
2014,1,19,0500,31,30,29,28,26
2014,1,19,0600,31,30,30,28,26
2014,1,19,0700,32,30,30,29,26
2014,1,19,0800,31,30,30,29,26
2014,1,19,0900,31,30,30,29,25
2014,1,19,1000,31,30,29,29,25
2014,1,19,1100,32,30,29,30,25
2014,1,19,1200,31,30,30,29,25
2014,1,19,1300,31,29,30,29,25
2014,1,19,1400,32,30,30,29,26
2014,1,19,1500,32,30,30,29,26
2014,1,19,1600,32,30,29,30,26
2014,1,19,1700,32,30,30,30,26
2014,1,19,1800,32,29,29,30,26
2014,1,19,1900,32,30,29,30,26
2014,1,19,2000,32,30,29,30,26
2014,1,19,2100,32,30,29,30,26
2014,1,19,2200,32,30,29,30,26
2014,1,19,2300,32,29,29,29,26
2014,1,20,0000,33,29,31,31,28
2014,1,20,0100,31,29,29,30,26
2014,1,20,0200,31,29,29,30,26
2014,1,20,0300,31,30,29,30,26
2014,1,20,0400,31,30,29,30,26
2014,1,20,0500,32,30,29,30,26
2014,1,20,0600,32,30,29,31,26
2014,1,20,0700,32,30,29,31,27
2014,1,20,0800,32,30,30,31,27
2014,1,20,0900,32,30,30,31,27
2014,1,20,1000,32,30,30,31,28
2014,1,20,1100,32,30,30,31,28
2014,1,20,1200,32,30,30,31,28
2014,1,20,1300,32,30,30,31,28
2014,1,20,1400,32,30,30,31,28
2014,1,20,1500,32,30,30,31,28
2014,1,20,1600,32,29,30,31,27
2014,1,20,1700,32,29,30,31,27
2014,1,20,1800,32,29,30,31,27
2014,1,20,1900,32,29,31,31,28
2014,1,20,2000,32,29,31,31,27
2014,1,20,2100,32,29,31,31,27
2014,1,20,2200,32,29,31,31,27
2014,1,20,2300,33,29,31,32,28
2014,1,21,0000,36,33,36,34,31
2014,1,21,0100,33,29,31,31,28
2014,1,21,0200,32,29,31,32,27
2014,1,21,0300,32,29,31,32,27
2014,1,21,0400,31,28,31,32,27
2014,1,21,0500,31,28,31,32,27
2014,1,21,0600,30,28,31,31,27
2014,1,21,0700,30,28,31,31,26
2014,1,21,0800,30,29,31,30,26
2014,1,21,0900,30,29,31,30,26
2014,1,21,1000,30,29,31,30,26
2014,1,21,1100,31,29,31,30,26
2014,1,21,1200,31,29,32,31,26
2014,1,21,1300,32,29,32,31,26
2014,1,21,1400,33,30,33,31,27
2014,1,21,1500,33,30,33,31,27
2014,1,21,1600,34,30,34,32,27
2014,1,21,1700,34,30,34,32,27
2014,1,21,1800,35,31,34,32,28
2014,1,21,1900,35,31,34,33,28
2014,1,21,2000,35,32,34,33,28
2014,1,21,2100,35,32,34,33,29
2014,1,21,2200,35,32,35,33,29
2014,1,21,2300,36,33,36,33,30
2014,1,22,0000,34,32,33,34,30
2014,1,22,0100,37,34,37,34,31
2014,1,22,0200,38,35,37,35,32
2014,1,22,0300,38,35,37,35,33
2014,1,22,0400,39,35,37,35,33
2014,1,22,0500,40,35,37,35,33
2014,1,22,0600,40,36,38,36,34
2014,1,22,0700,41,36,38,36,34
2014,1,22,0800,42,36,38,36,34
2014,1,22,0900,42,36,38,37,34
2014,1,22,1000,41,36,38,37,34
2014,1,22,1100,41,36,37,36,34
2014,1,22,1200,40,36,37,36,34
2014,1,22,1300,39,35,37,36,33
2014,1,22,1400,39,35,36,36,34
2014,1,22,1500,38,35,36,35,33
2014,1,22,1600,38,35,35,35,33
2014,1,22,1700,37,34,35,34,33
2014,1,22,1800,37,34,35,34,33
2014,1,22,1900,36,33,34,34,32
2014,1,22,2000,36,33,34,34,32
2014,1,22,2100,35,33,34,34,32
2014,1,22,2200,35,33,34,34,31
2014,1,22,2300,34,32,33,33,30
2014,1,23,0000,44,49,45,47,46
2014,1,23,0100,34,33,33,34,31
2014,1,23,0200,33,33,34,34,31
2014,1,23,0300,33,33,34,34,32
2014,1,23,0400,33,34,34,35,32
2014,1,23,0500,33,35,35,35,33
2014,1,23,0600,33,36,36,36,34
2014,1,23,0700,35,37,38,36,34
2014,1,23,0800,34,37,36,37,35
2014,1,23,0900,34,38,36,37,36
2014,1,23,1000,35,39,38,38,37
2014,1,23,1100,36,40,39,40,38
2014,1,23,1200,37,41,39,40,39
2014,1,23,1300,37,41,40,41,39
2014,1,23,1400,38,42,40,42,40
2014,1,23,1500,38,43,41,43,40
2014,1,23,1600,39,44,42,44,41
2014,1,23,1700,40,45,42,44,42
2014,1,23,1800,41,46,43,45,42
2014,1,23,1900,42,46,44,45,43
2014,1,23,2000,42,47,44,46,44
2014,1,23,2100,43,47,45,46,44
2014,1,23,2200,43,48,45,47,45
2014,1,23,2300,44,48,45,47,45
2014,1,24,0000,49,48,46,47,46
2014,1,24,0100,45,49,45,48,45
2014,1,24,0200,46,49,45,48,45
2014,1,24,0300,46,49,45,48,45
2014,1,24,0400,47,49,45,48,45
2014,1,24,0500,47,48,45,48,45
2014,1,24,0600,47,48,45,48,45
2014,1,24,0700,48,48,45,48,45
2014,1,24,0800,48,48,45,47,45
2014,1,24,0900,49,48,45,47,45
2014,1,24,1000,48,48,45,47,44
2014,1,24,1100,48,48,45,47,44
2014,1,24,1200,48,48,45,47,44
2014,1,24,1300,49,48,45,46,44
2014,1,24,1400,49,48,45,46,44
2014,1,24,1500,49,48,45,46,44
2014,1,24,1600,49,48,45,46,44
2014,1,24,1700,49,48,45,46,45
2014,1,24,1800,48,48,45,46,44
2014,1,24,1900,48,48,45,46,44
2014,1,24,2000,48,48,45,46,45
2014,1,24,2100,49,48,46,46,45
2014,1,24,2200,49,48,46,47,45
2014,1,24,2300,50,49,46,48,46
2014,1,25,0000,46,43,39,43,39
2014,1,25,0100,48,48,46,47,45
2014,1,25,0200,48,48,46,47,45
2014,1,25,0300,48,48,46,46,45
2014,1,25,0400,48,47,46,46,44
2014,1,25,0500,48,47,46,46,44
2014,1,25,0600,47,47,45,46,44
2014,1,25,0700,47,46,45,45,44
2014,1,25,0800,46,46,44,45,43
2014,1,25,0900,45,45,44,45,43
2014,1,25,1000,45,45,44,45,42
2014,1,25,1100,45,45,43,44,42
2014,1,25,1200,45,44,43,44,41
2014,1,25,1300,44,44,42,44,41
2014,1,25,1400,44,44,42,44,41
2014,1,25,1500,45,44,42,44,40
2014,1,25,1600,45,44,41,44,40
2014,1,25,1700,45,43,41,44,41
2014,1,25,1800,46,44,41,44,41
2014,1,25,1900,46,44,41,44,41
2014,1,25,2000,46,44,40,44,41
2014,1,25,2100,46,44,40,43,41
2014,1,25,2200,46,44,40,43,40
2014,1,25,2300,46,43,39,43,40
2014,1,26,0000,39,40,36,39,38
2014,1,26,0100,46,42,38,42,39
2014,1,26,0200,45,42,38,42,39
2014,1,26,0300,45,42,38,42,39
2014,1,26,0400,45,42,38,42,40
2014,1,26,0500,45,42,38,42,39
2014,1,26,0600,45,42,38,42,39
2014,1,26,0700,45,42,39,42,39
2014,1,26,0800,45,42,39,42,39
2014,1,26,0900,44,42,38,41,40
2014,1,26,1000,44,42,38,41,40
2014,1,26,1100,44,41,38,41,40
2014,1,26,1200,43,41,38,41,40
2014,1,26,1300,43,41,38,41,40
2014,1,26,1400,42,41,38,41,40
2014,1,26,1500,42,41,38,40,40
2014,1,26,1600,42,41,38,40,40
2014,1,26,1700,42,41,38,40,39
2014,1,26,1800,41,40,37,40,39
2014,1,26,1900,41,40,37,40,39
2014,1,26,2000,41,40,37,40,38
2014,1,26,2100,40,40,37,40,38
2014,1,26,2200,39,40,37,40,38
2014,1,26,2300,39,40,36,39,38
2014,1,27,0000,32,32,30,31,31
2014,1,27,0100,40,40,36,39,38
2014,1,27,0200,39,40,35,39,38
2014,1,27,0300,39,40,35,39,38
2014,1,27,0400,38,39,34,39,37
2014,1,27,0500,38,39,34,39,37
2014,1,27,0600,38,39,34,38,37
2014,1,27,0700,37,38,33,37,37
2014,1,27,0800,37,38,33,37,37
2014,1,27,0900,37,38,32,37,36
2014,1,27,1000,37,37,32,37,36
2014,1,27,1100,37,37,32,36,35
2014,1,27,1200,37,37,32,36,35
2014,1,27,1300,36,37,32,36,35
2014,1,27,1400,36,37,32,36,34
2014,1,27,1500,36,36,31,35,34
2014,1,27,1600,35,35,31,35,34
2014,1,27,1700,34,35,31,34,33
2014,1,27,1800,34,34,30,33,33
2014,1,27,1900,33,33,30,33,32
2014,1,27,2000,33,33,30,33,32
2014,1,27,2100,32,33,30,32,32
2014,1,27,2200,32,33,30,32,32
2014,1,27,2300,32,32,30,32,32
2014,1,28,0000,38,32,28,32,29
2014,1,28,0100,32,31,30,31,31
2014,1,28,0200,31,31,30,31,30
2014,1,28,0300,31,31,30,31,30
2014,1,28,0400,32,31,30,30,30
2014,1,28,0500,32,31,29,31,29
2014,1,28,0600,33,31,29,31,30
2014,1,28,0700,33,31,29,31,30
2014,1,28,0800,33,31,29,31,30
2014,1,28,0900,33,31,28,31,30
2014,1,28,1000,33,32,28,31,30
2014,1,28,1100,34,31,28,31,30
2014,1,28,1200,34,32,28,31,30
2014,1,28,1300,35,32,28,31,30
2014,1,28,1400,35,32,28,31,30
2014,1,28,1500,35,32,28,31,30
2014,1,28,1600,36,32,29,31,30
2014,1,28,1700,36,32,29,31,30
2014,1,28,1800,36,32,29,31,30
2014,1,28,1900,37,33,29,31,30
2014,1,28,2000,37,33,29,31,30
2014,1,28,2100,38,33,29,31,30
2014,1,28,2200,38,33,29,31,30
2014,1,28,2300,38,33,28,31,29
2014,1,29,0000,31,27,26,26,24
2014,1,29,0100,38,32,28,32,28
2014,1,29,0200,38,32,28,32,28
2014,1,29,0300,38,32,27,31,28
2014,1,29,0400,37,32,27,32,28
2014,1,29,0500,37,32,28,31,28
2014,1,29,0600,37,31,28,31,28
2014,1,29,0700,36,31,28,31,27
2014,1,29,0800,36,31,27,31,27
2014,1,29,0900,36,31,27,31,27
2014,1,29,1000,36,31,27,31,27
2014,1,29,1100,35,30,27,30,27
2014,1,29,1200,35,30,27,30,26
2014,1,29,1300,35,30,27,30,26
2014,1,29,1400,34,30,26,30,26
2014,1,29,1500,34,29,26,30,26
2014,1,29,1600,34,29,26,29,25
2014,1,29,1700,33,29,25,29,25
2014,1,29,1800,33,29,25,28,25
2014,1,29,1900,32,28,25,28,24
2014,1,29,2000,32,28,25,27,24
2014,1,29,2100,32,27,25,27,23
2014,1,29,2200,31,27,25,26,23
2014,1,29,2300,31,27,25,26,24
2014,1,30,0000,28,24,26,23,21
