Year,Month,Day,Time,North,South,East,West,Central
2013,11,9,1200,44,42,36,33,42
2013,11,9,1300,44,42,36,33,43
2013,11,9,1400,44,42,36,33,44
2013,11,9,1500,45,41,37,34,43
2013,11,9,1600,45,42,37,35,43
2013,11,9,1700,44,42,37,35,42
2013,11,9,1800,44,42,36,36,42
2013,11,9,1900,44,41,36,37,41
2013,11,9,2000,45,41,35,37,41
2013,11,9,2100,44,41,35,38,41
2013,11,9,2200,44,41,35,38,41
2013,11,9,2300,43,41,35,38,40
2013,11,10,0000,28,22,23,21,33
2013,11,10,0100,42,38,35,38,39
2013,11,10,0200,41,37,35,37,38
2013,11,10,0300,41,37,35,37,36
2013,11,10,0400,41,36,35,37,36
2013,11,10,0500,41,36,34,37,36
2013,11,10,0600,41,35,34,36,36
2013,11,10,0700,41,34,34,35,35
2013,11,10,0800,39,33,33,35,34
2013,11,10,0900,38,32,32,34,33
2013,11,10,1000,37,32,31,33,33
2013,11,10,1100,36,31,30,33,32
2013,11,10,1200,35,30,29,32,31
2013,11,10,1300,35,29,28,32,30
2013,11,10,1400,34,28,27,31,29
2013,11,10,1500,33,28,26,31,28
2013,11,10,1600,32,27,26,30,27
2013,11,10,1700,32,26,25,29,26
2013,11,10,1800,31,25,25,28,28
2013,11,10,1900,30,25,24,27,30
2013,11,10,2000,29,24,24,26,32
2013,11,10,2100,29,24,24,25,32
2013,11,10,2200,28,23,23,24,33
2013,11,10,2300,28,22,23,22,33
2013,11,11,0000,27,20,23,18,29
2013,11,11,0100,28,23,23,21,32
2013,11,11,0200,28,23,23,21,32
2013,11,11,0300,28,23,23,21,32
2013,11,11,0400,28,23,23,21,31
2013,11,11,0500,28,23,23,20,31
2013,11,11,0600,27,23,22,19,31
2013,11,11,0700,26,23,22,19,32
2013,11,11,0800,26,22,22,20,33
2013,11,11,0900,26,22,22,20,33
2013,11,11,1000,27,22,22,20,33
2013,11,11,1100,27,23,23,19,34
2013,11,11,1200,28,23,23,19,34
2013,11,11,1300,28,24,23,19,36
2013,11,11,1400,29,24,24,18,37
2013,11,11,1500,28,24,24,18,37
2013,11,11,1600,28,23,24,18,37
2013,11,11,1700,28,22,23,18,36
2013,11,11,1800,27,22,23,18,35
2013,11,11,1900,26,22,23,18,33
2013,11,11,2000,26,21,23,18,32
2013,11,11,2100,26,21,22,18,31
2013,11,11,2200,26,20,22,18,30
2013,11,11,2300,26,20,23,18,30
2013,11,12,0000,31,23,21,24,25
2013,11,12,0100,27,20,23,17,29
2013,11,12,0200,26,20,22,17,29
2013,11,12,0300,26,20,21,17,29
2013,11,12,0400,26,20,20,17,28
2013,11,12,0500,26,19,20,18,28
2013,11,12,0600,27,20,20,19,27
2013,11,12,0700,28,21,21,19,26
2013,11,12,0800,29,21,22,19,25
2013,11,12,0900,29,21,22,20,24
2013,11,12,1000,29,21,21,20,23
2013,11,12,1100,29,21,21,20,23
2013,11,12,1200,29,21,21,20,23
2013,11,12,1300,28,22,21,20,23
2013,11,12,1400,28,21,21,20,23
2013,11,12,1500,29,22,21,20,23
2013,11,12,1600,29,22,20,21,24
2013,11,12,1700,30,22,20,22,24
2013,11,12,1800,31,22,20,22,25
2013,11,12,1900,32,22,20,23,25
2013,11,12,2000,32,22,21,23,25
2013,11,12,2100,32,22,22,24,25
2013,11,12,2200,32,23,22,24,26
2013,11,12,2300,31,23,22,24,25
2013,11,13,0000,30,24,24,31,21
2013,11,13,0100,31,23,21,25,24
2013,11,13,0200,31,23,21,26,24
2013,11,13,0300,30,24,21,26,25
2013,11,13,0400,30,24,22,27,25
2013,11,13,0500,30,24,22,27,25
2013,11,13,0600,30,24,23,28,25
2013,11,13,0700,31,24,23,28,25
2013,11,13,0800,32,24,23,29,25
2013,11,13,0900,33,25,25,29,26
2013,11,13,1000,34,26,26,30,26
2013,11,13,1100,35,26,26,31,26
2013,11,13,1200,35,26,26,31,26
2013,11,13,1300,35,26,26,31,26
2013,11,13,1400,35,26,26,32,26
2013,11,13,1500,34,26,26,32,25
2013,11,13,1600,34,26,26,34,24
2013,11,13,1700,34,26,26,34,25
2013,11,13,1800,33,26,27,34,24
2013,11,13,1900,33,26,26,34,24
2013,11,13,2000,31,26,26,33,24
2013,11,13,2100,31,25,25,33,23
2013,11,13,2200,30,25,24,32,22
2013,11,13,2300,30,24,24,32,22
2013,11,14,0000,29,22,26,25,23
2013,11,14,0100,29,23,25,31,21
2013,11,14,0200,29,23,25,30,20
2013,11,14,0300,29,22,26,30,20
2013,11,14,0400,19,21,27,29,19
2013,11,14,0500,28,21,27,28,19
2013,11,14,0600,27,21,26,27,18
2013,11,14,0700,26,20,25,26,18
2013,11,14,0800,25,19,23,25,17
2013,11,14,0900,24,18,22,24,16
2013,11,14,1000,22,18,21,23,16
2013,11,14,1100,21,17,21,22,15
2013,11,14,1200,20,17,21,22,15
2013,11,14,1300,21,17,22,23,16
2013,11,14,1400,22,17,22,23,16
2013,11,14,1500,22,17,23,23,17
2013,11,14,1600,21,17,23,22,17
2013,11,14,1700,22,18,23,22,19
2013,11,14,1800,24,18,23,21,22
2013,11,14,1900,25,19,23,22,24
2013,11,14,2000,26,19,23,24,24
2013,11,14,2100,27,20,24,24,24
2013,11,14,2200,28,21,25,25,22
2013,11,14,2300,28,22,26,25,23
2013,11,15,0000,35,25,29,21,26
2013,11,15,0100,30,23,26,25,24
2013,11,15,0200,31,25,26,25,25
2013,11,15,0300,32,26,26,26,26
2013,11,15,0400,33,26,25,26,27
2013,11,15,0500,34,26,25,27,28
2013,11,15,0600,35,27,26,27,29
2013,11,15,0700,36,27,28,28,29
2013,11,15,0800,37,27,29,28,31
2013,11,15,0900,39,28,29,28,32
2013,11,15,1000,40,29,30,28,32
2013,11,15,1100,40,29,30,29,32
2013,11,15,1200,40,29,30,29,32
2013,11,15,1300,40,28,30,28,31
2013,11,15,1400,40,29,30,27,31
2013,11,15,1500,40,30,30,27,32
2013,11,15,1600,40,30,30,26,31
2013,11,15,1700,39,30,30,25,31
2013,11,15,1800,38,29,30,24,30
2013,11,15,1900,38,28,30,23,29
2013,11,15,2000,37,27,30,22,28
2013,11,15,2100,36,26,30,22,27
2013,11,15,2200,35,26,30,21,26
2013,11,15,2300,35,26,29,21,26
2013,11,16,0000,32,25,23,29,24
2013,11,16,0100,34,24,28,21,25
2013,11,16,0200,34,23,28,21,25
2013,11,16,0300,33,22,28,21,24
2013,11,16,0400,32,21,27,21,23
2013,11,16,0500,31,21,27,21,22
2013,11,16,0600,30,21,26,21,22
2013,11,16,0700,30,22,26,21,21
2013,11,16,0800,30,23,25,21,21
2013,11,16,0900,30,23,27,21,21
2013,11,16,1000,30,22,27,22,22
2013,11,16,1100,31,23,27,22,22
2013,11,16,1200,31,23,27,22,22
2013,11,16,1300,31,23,27,22,22
2013,11,16,1400,31,23,26,22,22
2013,11,16,1500,31,23,26,22,22
2013,11,16,1600,32,23,25,23,22
2013,11,16,1700,31,23,25,24,22
2013,11,16,1800,31,23,25,25,23
2013,11,16,1900,32,24,24,26,23
2013,11,16,2000,32,25,24,27,24
2013,11,16,2100,32,25,23,28,24
2013,11,16,2200,33,25,23,29,24
2013,11,16,2300,33,25,23,29,24
2013,11,17,0000,19,17,16,17,15
2013,11,17,0100,32,25,23,29,24
2013,11,17,0200,32,25,23,29,24
2013,11,17,0300,32,26,23,28,24
2013,11,17,0400,32,25,22,27,23
2013,11,17,0500,31,25,22,26,23
2013,11,17,0600,30,24,21,26,22
2013,11,17,0700,29,23,20,25,21
2013,11,17,0800,27,22,19,25,20
2013,11,17,0900,26,21,17,24,19
2013,11,17,1000,25,21,16,23,18
2013,11,17,1100,25,20,16,23,18
2013,11,17,1200,24,19,16,22,18
2013,11,17,1300,25,19,16,22,18
2013,11,17,1400,24,20,16,22,18
2013,11,17,1500,24,19,17,23,18
2013,11,17,1600,23,19,17,22,18
2013,11,17,1700,24,19,17,21,18
2013,11,17,1800,23,18,16,21,17
2013,11,17,1900,22,17,16,20,16
2013,11,17,2000,22,17,16,18,16
2013,11,17,2100,21,17,17,17,16
2013,11,17,2200,21,17,17,17,15
2013,11,17,2300,20,17,16,17,15
2013,11,18,0000,23,18,18,19,18
2013,11,18,0100,19,17,16,18,15
2013,11,18,0200,19,16,16,17,15
2013,11,18,0300,19,16,15,17,14
2013,11,18,0400,19,16,15,18,15
2013,11,18,0500,19,16,16,18,15
2013,11,18,0600,20,16,16,18,16
2013,11,18,0700,21,17,17,19,16
2013,11,18,0800,22,18,17,19,17
2013,11,18,0900,22,18,18,20,17
2013,11,18,1000,22,19,18,20,18
2013,11,18,1100,22,19,19,20,18
2013,11,18,1200,22,19,19,21,18
2013,11,18,1300,22,19,18,21,17
2013,11,18,1400,22,19,18,21,17
2013,11,18,1500,22,18,18,20,17
2013,11,18,1600,22,18,18,20,17
2013,11,18,1700,22,18,18,20,17
2013,11,18,1800,23,19,19,20,17
2013,11,18,1900,23,19,19,20,18
2013,11,18,2000,24,19,19,20,18
2013,11,18,2100,24,19,19,20,18
2013,11,18,2200,24,19,18,20,18
2013,11,18,2300,23,18,18,19,18
2013,11,19,0000,28,22,24,19,22
2013,11,19,0100,23,18,18,18,18
2013,11,19,0200,23,18,18,18,18
2013,11,19,0300,23,18,19,18,18
2013,11,19,0400,23,18,20,18,17
2013,11,19,0500,23,19,21,18,17
2013,11,19,0600,24,20,21,18,18
2013,11,19,0700,24,20,21,18,18
2013,11,19,0800,25,20,21,18,18
2013,11,19,0900,26,20,22,18,19
2013,11,19,1000,26,20,21,18,19
2013,11,19,1100,26,19,21,18,19
2013,11,19,1200,26,19,22,18,19
2013,11,19,1300,26,19,22,18,19
2013,11,19,1400,26,19,22,18,19
2013,11,19,1500,26,20,23,19,20
2013,11,19,1600,26,20,22,19,20
2013,11,19,1700,26,20,23,18,21
2013,11,19,1800,26,20,23,19,22
2013,11,19,1900,26,20,23,19,22
2013,11,19,2000,26,19,22,19,21
2013,11,19,2100,27,20,23,18,20
2013,11,19,2200,27,21,23,18,21
2013,11,19,2300,28,22,24,19,21
2013,11,20,0000,28,25,25,26,22
2013,11,20,0100,29,23,24,20,23
2013,11,20,0200,30,24,24,20,23
2013,11,20,0300,30,25,24,21,24
2013,11,20,0400,31,25,24,22,25
2013,11,20,0500,31,25,24,22,25
2013,11,20,0600,31,25,24,22,25
2013,11,20,0700,30,24,23,21,24
2013,11,20,0800,29,25,23,21,24
2013,11,20,0900,28,25,22,21,23
2013,11,20,1000,28,25,23,21,23
2013,11,20,1100,28,25,22,20,23
2013,11,20,1200,28,25,22,20,23
2013,11,20,1300,28,25,21,21,23
2013,11,20,1400,28,26,21,21,23
2013,11,20,1500,28,26,21,21,23
2013,11,20,1600,28,27,21,22,23
2013,11,20,1700,28,27,22,23,23
2013,11,20,1800,28,27,26,26,25
2013,11,20,1900,29,27,28,28,27
2013,11,20,2000,30,27,30,30,28
2013,11,20,2100,28,27,30,30,28
2013,11,20,2200,28,27,29,29,26
2013,11,20,2300,28,26,27,28,25
2013,11,21,0000,19,18,14,14,14
2013,11,21,0100,28,25,22,24,21
2013,11,21,0200,28,24,19,21,21
2013,11,21,0300,27,23,19,19,20
2013,11,21,0400,26,22,18,18,19
2013,11,21,0500,26,21,17,18,18
2013,11,21,0600,25,21,17,18,18
2013,11,21,0700,26,21,17,18,18
2013,11,21,0800,25,21,17,18,18
2013,11,21,0900,25,20,17,18,18
2013,11,21,1000,25,20,17,18,18
2013,11,21,1100,25,20,16,18,17
2013,11,21,1200,25,20,17,18,17
2013,11,21,1300,24,20,16,17,17
2013,11,21,1400,23,19,16,17,17
2013,11,21,1500,23,19,16,18,16
2013,11,21,1600,22,18,17,19,17
2013,11,21,1700,22,18,20,21,20
2013,11,21,1800,21,18,21,22,21
2013,11,21,1900,21,18,22,23,21
2013,11,21,2000,20,18,20,23,20
2013,11,21,2100,20,17,18,22,18
2013,11,21,2200,20,17,15,21,16
2013,11,21,2300,19,17,14,18,14
2013,11,22,0000,27,24,26,18,31
2013,11,22,0100,19,18,14,15,14
2013,11,22,0200,18,18,14,13,14
2013,11,22,0300,18,18,14,13,14
2013,11,22,0400,18,18,14,13,14
2013,11,22,0500,18,18,14,13,14
2013,11,22,0600,18,18,14,13,13
2013,11,22,0700,17,18,14,13,13
2013,11,22,0800,17,18,13,13,13
2013,11,22,0900,17,19,13,13,14
2013,11,22,1000,18,19,14,13,14
2013,11,22,1100,19,20,14,14,15
2013,11,22,1200,19,20,16,14,15
2013,11,22,1300,20,20,17,15,15
2013,11,22,1400,22,21,17,15,16
2013,11,22,1500,23,22,18,15,17
2013,11,22,1600,24,23,19,16,20
2013,11,22,1700,25,23,20,16,25
2013,11,22,1800,26,22,21,17,28
2013,11,22,1900,26,22,24,17,29
2013,11,22,2000,27,23,26,17,30
2013,11,22,2100,27,23,26,17,31
2013,11,22,2200,28,24,26,17,31
2013,11,22,2300,28,24,26,17,31
2013,11,23,0000,29,21,16,22,19
2013,11,23,0100,27,24,26,18,30
2013,11,23,0200,26,23,25,19,30
2013,11,23,0300,26,23,24,19,30
2013,11,23,0400,26,23,24,19,30
2013,11,23,0500,27,23,24,19,30
2013,11,23,0600,27,23,24,19,30
2013,11,23,0700,26,23,24,19,30
2013,11,23,0800,26,22,24,19,30
2013,11,23,0900,26,21,24,18,29
2013,11,23,1000,26,21,23,18,28
2013,11,23,1100,25,20,22,18,28
2013,11,23,1200,25,20,21,17,27
2013,11,23,1300,26,20,21,17,25
2013,11,23,1400,26,21,20,18,25
2013,11,23,1500,27,21,20,17,25
2013,11,23,1600,28,22,19,17,23
2013,11,23,1700,28,22,18,18,20
2013,11,23,1800,30,22,18,19,20
2013,11,23,1900,33,23,18,22,24
2013,11,23,2000,34,22,18,25,26
2013,11,23,2100,34,22,18,25,25
2013,11,23,2200,31,21,16,23,23
2013,11,23,2300,28,21,16,21,20
2013,11,24,0000,25,24,17,24,22
2013,11,24,0100,30,21,17,22,17
2013,11,24,0200,30,21,17,23,18
2013,11,24,0300,31,22,18,24,19
2013,11,24,0400,32,23,18,24,19
2013,11,24,0500,32,24,18,25,20
2013,11,24,0600,33,25,19,26,20
2013,11,24,0700,34,26,19,27,21
2013,11,24,0800,34,27,20,28,22
2013,11,24,0900,35,27,21,29,22
2013,11,24,1000,35,28,21,29,23
2013,11,24,1100,35,28,20,30,23
2013,11,24,1200,34,28,20,30,23
2013,11,24,1300,32,27,19,29,23
2013,11,24,1400,32,27,20,29,23
2013,11,24,1500,30,27,19,29,22
2013,11,24,1600,28,26,19,29,21
2013,11,24,1700,27,25,19,28,21
2013,11,24,1800,26,24,18,28,20
2013,11,24,1900,26,24,18,27,20
2013,11,24,2000,25,24,17,27,20
2013,11,24,2100,25,24,18,26,21
2013,11,24,2200,25,24,18,25,21
2013,11,24,2300,25,24,18,25,21
2013,11,25,0000,21,17,19,19,17
2013,11,25,0100,24,24,17,24,21
2013,11,25,0200,24,24,17,23,21
2013,11,25,0300,23,23,17,23,20
2013,11,25,0400,22,22,18,22,20
2013,11,25,0500,22,22,18,22,20
2013,11,25,0600,21,21,18,21,19
2013,11,25,0700,21,20,18,21,19
2013,11,25,0800,21,20,18,20,19
2013,11,25,0900,21,20,18,19,19
2013,11,25,1000,21,19,18,19,18
2013,11,25,1100,21,20,18,18,19
2013,11,25,1200,22,20,18,19,19
2013,11,25,1300,22,20,18,19,19
2013,11,25,1400,21,19,18,19,19
2013,11,25,1500,22,19,18,19,19
2013,11,25,1600,22,19,18,20,19
2013,11,25,1700,22,19,18,19,19
2013,11,25,1800,23,19,19,19,19
2013,11,25,1900,23,19,19,19,19
2013,11,25,2000,22,18,19,19,18
2013,11,25,2100,22,18,19,19,18
2013,11,25,2200,22,17,19,19,18
2013,11,25,2300,22,17,19,19,17
2013,11,26,0000,25,23,19,22,19
2013,11,26,0100,21,17,19,19,17
2013,11,26,0200,21,17,18,19,17
2013,11,26,0300,21,18,18,19,18
2013,11,26,0400,22,18,18,20,18
2013,11,26,0500,22,18,18,20,18
2013,11,26,0600,23,19,18,20,18
2013,11,26,0700,23,19,18,20,18
2013,11,26,0800,23,19,18,20,18
2013,11,26,0900,23,19,18,20,18
2013,11,26,1000,23,19,18,20,18
2013,11,26,1100,23,20,18,20,18
2013,11,26,1200,22,20,18,19,17
2013,11,26,1300,22,21,18,19,17
2013,11,26,1400,22,21,18,19,17
2013,11,26,1500,21,21,17,18,16
2013,11,26,1600,21,20,17,18,16
2013,11,26,1700,22,21,18,18,17
2013,11,26,1800,21,21,17,18,17
2013,11,26,1900,22,21,18,19,17
2013,11,26,2000,23,22,18,20,18
2013,11,26,2100,24,22,18,21,18
2013,11,26,2200,24,23,19,21,19
2013,11,26,2300,24,23,19,22,19
2013,11,27,0000,30,25,26,24,24
2013,11,27,0100,25,23,19,22,19
2013,11,27,0200,25,23,20,22,20
2013,11,27,0300,25,24,20,22,20
2013,11,27,0400,26,23,20,22,20
2013,11,27,0500,26,23,20,23,20
2013,11,27,0600,25,23,21,23,20
2013,11,27,0700,25,23,21,23,20
2013,11,27,0800,26,23,22,24,20
2013,11,27,0900,26,23,22,25,20
2013,11,27,1000,27,23,22,25,21
2013,11,27,1100,27,22,23,26,20
2013,11,27,1200,27,22,23,26,21
2013,11,27,1300,27,21,23,26,21
2013,11,27,1400,27,21,24,27,21
2013,11,27,1500,28,22,24,27,22
2013,11,27,1600,29,24,24,27,23
2013,11,27,1700,29,24,24,27,24
2013,11,27,1800,29,24,24,28,25
2013,11,27,1900,29,24,25,28,24
2013,11,27,2000,28,24,24,27,23
2013,11,27,2100,28,24,24,26,23
2013,11,27,2200,29,24,24,24,23
2013,11,27,2300,29,24,25,24,24
2013,11,28,0000,27,27,26,24,25
2013,11,28,0100,31,26,27,25,25
2013,11,28,0200,32,25,29,26,25
2013,11,28,0300,32,26,30,26,25
2013,11,28,0400,31,26,29,25,25
2013,11,28,0500,31,26,28,25,25
2013,11,28,0600,30,26,27,24,24
2013,11,28,0700,30,26,27,24,24
2013,11,28,0800,29,26,26,23,23
2013,11,28,0900,28,26,25,23,23
2013,11,28,1000,28,26,25,23,23
2013,11,28,1100,28,26,25,23,24
2013,11,28,1200,28,27,25,23,24
2013,11,28,1300,28,27,25,23,24
2013,11,28,1400,28,27,25,23,24
2013,11,28,1500,28,26,26,23,24
2013,11,28,1600,28,26,26,24,24
2013,11,28,1700,27,25,26,23,24
2013,11,28,1800,28,25,26,22,24
2013,11,28,1900,28,26,26,22,24
2013,11,28,2000,28,26,26,22,24
2013,11,28,2100,28,26,26,23,25
2013,11,28,2200,28,27,26,24,25
2013,11,28,2300,27,27,26,24,25
2013,11,29,0000,25,20,26,21,19
2013,11,29,0100,26,26,26,24,24
2013,11,29,0200,26,27,25,23,24
2013,11,29,0300,27,26,25,23,24
2013,11,29,0400,27,26,27,23,24
2013,11,29,0500,28,26,28,23,25
2013,11,29,0600,28,26,29,23,25
2013,11,29,0700,28,26,29,23,25
2013,11,29,0800,29,27,29,23,26
2013,11,29,0900,29,27,30,23,26
2013,11,29,1000,30,27,30,23,26
2013,11,29,1100,29,27,31,23,26
2013,11,29,1200,29,26,31,22,25
2013,11,29,1300,29,25,30,22,25
2013,11,29,1400,29,25,30,22,25
2013,11,29,1500,29,24,29,22,24
2013,11,29,1600,29,24,28,22,23
2013,11,29,1700,28,24,28,22,23
2013,11,29,1800,28,23,28,22,22
2013,11,29,1900,27,23,28,22,22
2013,11,29,2000,27,22,28,22,21
2013,11,29,2100,26,22,28,22,20
2013,11,29,2200,26,21,28,21,20
2013,11,29,2300,26,20,27,21,19
2013,11,30,0000,19,14,18,13,14
2013,11,30,0100,24,19,25,20,18
2013,11,30,0200,23,19,24,19,18
2013,11,30,0300,22,19,22,19,17
2013,11,30,0400,22,18,21,19,17
2013,11,30,0500,21,18,21,18,17
2013,11,30,0600,21,18,20,18,16
2013,11,30,0700,20,17,21,18,16
2013,11,30,0800,20,17,21,18,15
2013,11,30,0900,20,17,21,17,15
2013,11,30,1000,20,17,21,17,15
2013,11,30,1100,19,17,20,17,15
2013,11,30,1200,20,16,20,17,15
2013,11,30,1300,20,16,20,17,15
2013,11,30,1400,20,16,20,17,15
2013,11,30,1500,20,17,20,17,15
2013,11,30,1600,21,17,20,17,15
2013,11,30,1700,21,17,20,17,15
2013,11,30,1800,20,16,19,17,15
2013,11,30,1900,19,15,18,17,14
2013,11,30,2000,19,15,18,16,14
2013,11,30,2100,19,14,18,14,14
2013,11,30,2200,19,14,18,14,13
2013,11,30,2300,19,14,18,13,14
2013,12,4,0000,13,10,12,10,10
2013,12,4,0100,19,13,17,12,15
2013,12,4,0200,19,13,17,12,14
2013,12,4,0300,19,13,17,13,14
2013,12,4,0400,18,13,17,12,14
2013,12,4,0500,18,13,17,12,14
2013,12,4,0600,18,13,17,12,14
2013,12,4,0700,17,13,16,12,14
2013,12,4,0800,16,13,16,11,14
2013,12,4,0900,16,13,16,11,14
2013,12,4,1000,16,12,16,12,14
2013,12,4,1100,15,12,16,12,13
2013,12,4,1200,15,12,15,11,13
2013,12,4,1300,14,12,15,10,13
2013,12,4,1400,14,12,14,10,12
2013,12,4,1500,14,11,13,11,12
2013,12,4,1600,13,10,13,12,13
2013,12,4,1700,13,10,12,12,14
2013,12,4,1800,13,10,12,12,15
2013,12,4,1900,14,10,12,13,15
2013,12,4,2000,14,10,12,13,14
2013,12,4,2100,13,10,12,12,13
2013,12,4,2200,13,10,11,11,12
2013,12,4,2300,13,10,11,10,10
2013,12,5,0000,26,20,16,19,18
2013,12,5,0100,13,10,11,10,10
2013,12,5,0200,14,10,11,10,10
2013,12,5,0300,15,11,11,10,11
2013,12,5,0400,15,11,12,10,10
2013,12,5,0500,16,12,12,11,11
2013,12,5,0600,17,12,13,11,11
2013,12,5,0700,17,13,14,11,11
2013,12,5,0800,18,14,14,12,12
2013,12,5,0900,19,14,14,13,12
2013,12,5,1000,19,14,15,14,12
2013,12,5,1100,19,14,15,14,12
2013,12,5,1200,20,14,15,14,12
2013,12,5,1300,21,14,15,15,13
2013,12,5,1400,21,16,15,15,16
2013,12,5,1500,22,16,15,18,18
2013,12,5,1600,22,17,16,19,18
2013,12,5,1700,23,18,17,22,18
2013,12,5,1800,24,18,16,22,18
2013,12,5,1900,25,18,16,22,18
2013,12,5,2000,25,19,16,21,16
2013,12,5,2100,26,19,16,20,17
2013,12,5,2200,26,19,16,20,17
2013,12,5,2300,26,20,16,20,17
2013,12,6,0000,28,21,16,23,20
2013,12,6,0100,26,20,16,19,17
2013,12,6,0200,26,20,15,19,17
2013,12,6,0300,26,20,16,19,17
2013,12,6,0400,26,19,16,19,17
2013,12,6,0500,27,20,16,20,17
2013,12,6,0600,27,20,15,20,18
2013,12,6,0700,28,19,14,20,18
2013,12,6,0800,28,19,14,21,19
2013,12,6,0900,28,18,14,21,19
2013,12,6,1000,29,18,14,21,19
2013,12,6,1100,29,19,15,21,20
2013,12,6,1200,29,19,15,22,20
2013,12,6,1300,29,20,15,22,20
2013,12,6,1400,28,19,15,22,19
2013,12,6,1500,28,18,15,21,18
2013,12,6,1600,27,18,15,20,18
2013,12,6,1700,26,17,14,19,17
2013,12,6,1800,26,18,15,18,17
2013,12,6,1900,25,18,15,18,17
2013,12,6,2000,25,18,15,18,18
2013,12,6,2100,26,19,15,19,18
2013,12,6,2200,26,20,16,20,19
2013,12,6,2300,27,21,16,21,19
2013,12,7,0000,29,24,22,31,27
2013,12,7,0100,29,22,16,23,21
2013,12,7,0200,29,23,17,24,22
2013,12,7,0300,29,24,17,25,23
2013,12,7,0400,29,25,18,26,23
2013,12,7,0500,29,25,19,26,24
2013,12,7,0600,29,25,20,26,24
2013,12,7,0700,29,25,20,26,25
2013,12,7,0800,29,25,21,26,25
2013,12,7,0900,29,26,22,26,26
2013,12,7,1000,30,27,22,27,27
2013,12,7,1100,31,28,23,27,28
2013,12,7,1200,31,28,23,27,28
2013,12,7,1300,30,28,23,28,28
2013,12,7,1400,31,28,23,29,29
2013,12,7,1500,31,28,24,30,29
2013,12,7,1600,32,28,24,31,30
2013,12,7,1700,33,28,24,32,30
2013,12,7,1800,33,28,24,33,30
2013,12,7,1900,33,29,24,34,30
2013,12,7,2000,32,29,24,34,29
2013,12,7,2100,32,28,23,34,29
2013,12,7,2200,31,26,23,34,28
2013,12,7,2300,30,26,22,33,27
2013,12,8,0000,15,13,15,13,13
2013,12,8,0100,28,23,22,31,25
2013,12,8,0200,28,22,21,30,24
2013,12,8,0300,27,21,20,29,23
2013,12,8,0400,26,20,19,27,23
2013,12,8,0500,25,19,18,26,22
2013,12,8,0600,24,19,18,26,21
2013,12,8,0700,23,18,18,25,19
2013,12,8,0800,22,18,17,24,18
2013,12,8,0900,21,17,16,23,16
2013,12,8,1000,19,16,15,22,15
2013,12,8,1100,18,14,15,22,14
2013,12,8,1200,18,14,15,21,14
2013,12,8,1300,18,14,15,20,14
2013,12,8,1400,19,14,15,19,15
2013,12,8,1500,19,15,16,19,18
2013,12,8,1600,18,16,16,19,18
2013,12,8,1700,18,16,16,18,18
2013,12,8,1800,17,15,15,18,17
2013,12,8,1900,17,14,15,16,16
2013,12,8,2000,16,13,15,15,14
2013,12,8,2100,15,13,15,14,13
2013,12,8,2200,15,13,15,13,13
2013,12,8,2300,15,13,15,13,13
2013,12,9,0000,22,16,14,16,17
2013,12,9,0100,15,13,14,13,13
2013,12,9,0200,16,13,15,13,14
2013,12,9,0300,17,14,15,14,15
2013,12,9,0400,18,14,14,14,16
2013,12,9,0500,18,15,14,14,16
2013,12,9,0600,19,15,14,14,17
2013,12,9,0700,19,15,13,15,17
2013,12,9,0800,20,16,13,15,18
2013,12,9,0900,21,16,14,15,18
2013,12,9,1000,21,16,14,15,18
2013,12,9,1100,21,17,14,15,18
2013,12,9,1200,20,17,14,15,18
2013,12,9,1300,20,16,14,15,17
2013,12,9,1400,20,16,13,15,17
2013,12,9,1500,20,16,13,14,17
2013,12,9,1600,20,16,15,15,16
2013,12,9,1700,20,15,16,17,17
2013,12,9,1800,21,15,16,20,18
2013,12,9,1900,21,15,16,20,19
2013,12,9,2000,21,15,14,18,18
2013,12,9,2100,21,15,13,16,17
2013,12,9,2200,21,16,14,16,16
2013,12,9,2300,21,16,14,16,16
2013,12,10,0000,28,25,19,25,22
2013,12,10,0100,22,17,14,17,17
2013,12,10,0200,23,17,15,17,17
2013,12,10,0300,23,17,15,17,16
2013,12,10,0400,22,18,16,18,16
2013,12,10,0500,22,18,17,18,16
2013,12,10,0600,23,19,18,19,16
2013,12,10,0700,23,19,18,20,17
2013,12,10,0800,24,20,18,20,17
2013,12,10,0900,24,20,18,21,17
2013,12,10,1000,24,21,18,21,17
2013,12,10,1100,25,22,18,21,18
2013,12,10,1200,26,22,18,21,20
2013,12,10,1300,26,23,18,22,20
2013,12,10,1400,26,22,18,22,19
2013,12,10,1500,26,23,18,23,19
2013,12,10,1600,26,22,18,23,21
2013,12,10,1700,27,23,18,23,23
2013,12,10,1800,27,23,19,24,22
2013,12,10,1900,28,24,18,24,21
2013,12,10,2000,28,24,18,25,21
2013,12,10,2100,28,24,19,25,21
2013,12,10,2200,28,25,19,24,21
2013,12,10,2300,29,25,19,24,22
2013,12,11,0000,24,20,20,19,19
2013,12,11,0100,28,24,20,25,21
2013,12,11,0200,28,24,20,24,21
2013,12,11,0300,27,23,20,24,21
2013,12,11,0400,27,22,20,24,21
2013,12,11,0500,27,22,20,23,20
2013,12,11,0600,26,21,19,23,20
2013,12,11,0700,25,21,19,22,20
2013,12,11,0800,24,20,19,21,19
2013,12,11,0900,24,20,20,21,19
2013,12,11,1000,24,20,20,21,19
2013,12,11,1100,23,19,20,20,18
2013,12,11,1200,23,18,20,20,17
2013,12,11,1300,23,18,20,20,17
