Year,Quarter,Town,3-room,4-room,5-room,Executive
2009,Q1,Tampines,260000,340000,393000,482500
2009,Q1,Toa Payoh,260000,405000,527500,*
2009,Q1,Woodlands,198100,288000,340000,419500
2009,Q1,Yishun,221000,270000,365000,440000
2008,Q4,Ang Mo Kio,244400,338000,*,*
2008,Q4,Bedok,230000,312000,420000,*
2008,Q4,Bishan,*,401000,511000,*
2008,Q4,Bukit Batok,230000,310000,450000,*
2008,Q4,Bukit Merah,270000,450000,555000,-
2008,Q4,Bukit Panjang,*,285000,366300,*
2008,Q4,Bukit Timah,*,*,*,-
2008,Q4,Central,310000,*,-,-
2008,Q4,Choa Chu Kang,*,300000,356000,420000
2008,Q4,Clementi,260000,326000,*,*
2008,Q4,Geylang,218000,325000,*,*
2008,Q4,Hougang,228000,308000,375500,450000
2008,Q4,Jurong East,233500,305000,388000,*
2008,Q4,Jurong West,207000,292000,367000,400000
2008,Q4,Kallang/Whampoa,245000,383000,505000,*
2008,Q4,Marine Parade,321500,*,*,-
2008,Q4,Pasir Ris,*,325000,375000,485000
2008,Q4,Punggol,-,330000,392000,*
2008,Q4,Queenstown,263500,465000,*,-
2008,Q4,Sembawang,-,310000,356500,*
2008,Q4,Sengkang,-,328000,370000,455000
2008,Q4,Serangoon,243000,329000,*,*
2008,Q4,Tampines,258500,331000,388000,471000
2008,Q4,Toa Payoh,247500,350000,500000,*
2008,Q4,Woodlands,200000,285000,336000,415000
2008,Q4,Yishun,217000,258900,340000,*
2008,Q3,Ang Mo Kio,246000,341000,468800,*
2008,Q3,Bedok,232000,315000,420000,*
2008,Q3,Bishan,285000,407000,517500,*
2008,Q3,Bukit Batok,230000,328000,472500,*
2008,Q3,Bukit Merah,270000,463000,550000,-
2008,Q3,Bukit Panjang,218000,289500,360000,*
2008,Q3,Bukit Timah,*,*,*,*
2008,Q3,Central,*,*,-,-
2008,Q3,Choa Chu Kang,*,301500,362000,423000
2008,Q3,Clementi,253000,390000,*,*
2008,Q3,Geylang,215000,325000,*,*
2008,Q3,Hougang,231000,309000,385000,471300
2008,Q3,Jurong East,236000,311500,429000,*
2008,Q3,Jurong West,209000,294500,361000,420500
2008,Q3,Kallang/Whampoa,250000,404000,536000,*
2008,Q3,Marine Parade,325000,*,*,-
2008,Q3,Pasir Ris,177000,328500,389500,469000
2008,Q3,Punggol,-,337000,392000,*
2008,Q3,Queenstown,258500,472500,*,*
2008,Q3,Sembawang,-,306000,364000,*
2008,Q3,Sengkang,-,325000,380000,460000
2008,Q3,Serangoon,238000,324000,388500,*
2008,Q3,Tampines,256000,334000,385000,489300
2008,Q3,Toa Payoh,256000,412000,539000,*
2008,Q3,Woodlands,199000,285000,340000,420000
2008,Q3,Yishun,217000,260000,360000,396300
2008,Q2,Ang Mo Kio,238900,333000,468000,-
2008,Q2,Bedok,223000,305000,430000,471000
2008,Q2,Bishan,*,390000,537500,*
2008,Q2,Bukit Batok,222500,335000,441400,470000
2008,Q2,Bukit Merah,270000,438300,572000,-
2008,Q2,Bukit Panjang,207000,284000,360000,457500
2008,Q2,Bukit Timah,*,*,*,*
2008,Q2,Central,310000,*,*,-
2008,Q2,Choa Chu Kang,*,299000,358800,413000
2008,Q2,Clementi,247000,367000,*,*
2008,Q2,Geylang,205500,364000,*,*
2008,Q2,Hougang,225000,303000,380000,462000
2008,Q2,Jurong East,227500,308500,418000,465000
2008,Q2,Jurong West,197500,294500,363000,406000
2008,Q2,Kallang/Whampoa,241000,400900,520000,*
2008,Q2,Marine Parade,313000,*,632500,-
2008,Q2,Pasir Ris,*,320000,375000,500500
2008,Q2,Punggol,-,327000,391500,*
2008,Q2,Queenstown,272000,481000,*,*
2008,Q2,Sembawang,-,300800,355000,*
2008,Q2,Sengkang,-,320000,374000,458000
2008,Q2,Serangoon,231500,325000,414000,485000
2008,Q2,Tampines,252000,330000,395000,488000
2008,Q2,Toa Payoh,251500,397000,553000,*
2008,Q2,Woodlands,192000,283400,330000,420000
2008,Q2,Yishun,203000,251000,338000,*
2008,Q1,Ang Mo Kio,230000,321000,471900,*
2008,Q1,Bedok,215000,290500,430000,*
2008,Q1,Bishan,275000,382500,515600,590000
2008,Q1,Bukit Batok,210000,303000,450000,457500
2008,Q1,Bukit Merah,255000,421400,585000,-
2008,Q1,Bukit Panjang,197000,281500,349500,420000
2008,Q1,Bukit Timah,*,*,*,*
2008,Q1,Central,311000,*,-,-
2008,Q1,Choa Chu Kang,*,282000,342000,415000
2008,Q1,Clementi,240000,365000,*,*
2008,Q1,Geylang,198000,346900,437500,*
2008,Q1,Hougang,212900,295000,376500,460000
2008,Q1,Jurong East,208500,293500,386400,550000
2008,Q1,Jurong West,187800,274000,348000,382000
2008,Q1,Kallang/Whampoa,225000,379000,484000,*
2008,Q1,Marine Parade,302800,*,*,-
2008,Q1,Pasir Ris,-,310000,370000,470000
2008,Q1,Punggol,-,317000,385000,*
2008,Q1,Queenstown,245000,458000,617500,*
2008,Q1,Sembawang,-,288000,345000,405000
2008,Q1,Sengkang,-,310000,368000,448000
2008,Q1,Serangoon,225000,308000,393000,467000
2008,Q1,Tampines,243000,317500,385000,486000
2008,Q1,Toa Payoh,235000,396500,538000,*
2008,Q1,Woodlands,183000,268000,322000,400000
2008,Q1,Yishun,195500,235000,325000,372000
2007,Q4,Ang Mo Kio,215000,313500,435500,*
2007,Q4,Bedok,202000,271500,423000,*
2007,Q4,Bishan,*,373000,500000,*
2007,Q4,Bukit Batok,198000,331000,450000,*
2007,Q4,Bukit Merah,243000,432800,560000,-
2007,Q4,Bukit Panjang,*,252000,330000,*
2007,Q4,Bukit Timah,-,*,*,*
2007,Q4,Central,300000,*,*,-
2007,Q4,Choa Chu Kang,*,273000,328000,414000
2007,Q4,Clementi,225000,351500,490000,*
2007,Q4,Geylang,187500,322500,*,*
2007,Q4,Hougang,200000,276000,365000,434000
2007,Q4,Jurong East,198800,280000,356500,*
2007,Q4,Jurong West,175000,258000,330000,362500
2007,Q4,Kallang/Whampoa,224000,360000,500000,*
2007,Q4,Marine Parade,288500,*,*,-
2007,Q4,Pasir Ris,*,293000,345000,470000
2007,Q4,Punggol,-,305000,365000,*
2007,Q4,Queenstown,230000,465000,620000,*
2007,Q4,Sembawang,-,272000,325500,*
2007,Q4,Sengkang,-,298000,345000,429000
2007,Q4,Serangoon,201000,299000,390000,*
2007,Q4,Tampines,228000,307500,380000,466500
2007,Q4,Toa Payoh,225000,360000,519300,*
2007,Q4,Woodlands,172000,254500,311500,395500
2007,Q4,Yishun,185000,230000,311000,*
2007,Q3,Ang Mo Kio,203000,307000,423000,*
2007,Q3,Bedok,193000,257000,400000,*
2007,Q3,Bishan,*,340500,480000,*
2007,Q3,Bukit Batok,183000,305000,430000,431800
2007,Q3,Bukit Merah,230000,428000,573000,-
2007,Q3,Bukit Panjang,178000,249000,319000,*
2007,Q3,Bukit Timah,*,*,*,*
2007,Q3,Central,300000,*,-,-
2007,Q3,Choa Chu Kang,169800,253000,313000,380000
2007,Q3,Clementi,210000,335000,484500,*
2007,Q3,Geylang,185000,271500,*,*
2007,Q3,Hougang,184000,263000,349000,416000
2007,Q3,Jurong East,190800,267000,390000,*
2007,Q3,Jurong West,170000,242000,315000,360000
2007,Q3,Kallang/Whampoa,212000,353000,461500,*
2007,Q3,Marine Parade,290000,360000,*,-
2007,Q3,Pasir Ris,-,275500,340500,455000
2007,Q3,Punggol,-,293000,358000,*
2007,Q3,Queenstown,220000,425000,591000,*
2007,Q3,Sembawang,-,257500,308000,*
2007,Q3,Sengkang,-,281000,334000,421300
2007,Q3,Serangoon,187000,275500,350000,*
2007,Q3,Tampines,222000,293000,350000,446000
2007,Q3,Toa Payoh,215000,335000,525000,*
2007,Q3,Woodlands,161300,248000,300000,380200
2007,Q3,Yishun,178000,218000,288000,*
2007,Q2,Ang Mo Kio,190000,280000,420800,*
2007,Q2,Bedok,183000,246000,385500,437000
2007,Q2,Bishan,*,328000,441900,*
2007,Q2,Bukit Batok,169000,260900,380000,380000
2007,Q2,Bukit Merah,210000,396500,530000,-
2007,Q2,Bukit Panjang,162000,225800,292000,393000
2007,Q2,Bukit Timah,*,*,*,*
2007,Q2,Central,281500,*,*,-
2007,Q2,Choa Chu Kang,*,246000,300000,372000
2007,Q2,Clementi,206500,302500,*,*
2007,Q2,Geylang,168500,283000,385400,*
2007,Q2,Hougang,180000,250500,318000,406000
2007,Q2,Jurong East,177000,246500,331000,*
2007,Q2,Jurong West,162000,240500,300000,306000
2007,Q2,Kallang/Whampoa,194000,307500,423000,*
2007,Q2,Marine Parade,275000,*,*,-
2007,Q2,Pasir Ris,-,260000,310000,420000
2007,Q2,Punggol,-,271000,328000,*
2007,Q2,Queenstown,197000,410000,603000,*
2007,Q2,Sembawang,-,250400,297000,352000
2007,Q2,Sengkang,-,260000,316000,346000
2007,Q2,Serangoon,183000,253000,329000,415000
2007,Q2,Tampines,209500,280000,340000,432000
2007,Q2,Toa Payoh,205500,360000,448000,*
2007,Q2,Woodlands,158000,238000,285000,362500
2007,Q2,Yishun,164000,203000,282000,355000
2007,Q1,Ang Mo Kio,172000,260000,372000,*
2007,Q1,Bedok,172000,224500,332000,420000
2007,Q1,Bishan,205000,311500,400000,475000
2007,Q1,Bukit Batok,160000,234000,358800,370800
2007,Q1,Bukit Merah,200000,371000,474000,-
2007,Q1,Bukit Panjang,155500,220500,280000,344000
2007,Q1,Bukit Timah,*,*,*,*
2007,Q1,Central,246500,341000,436000,-
2007,Q1,Choa Chu Kang,*,232000,283800,349000
2007,Q1,Clementi,185000,302200,*,*
2007,Q1,Geylang,162500,265000,386000,*
2007,Q1,Hougang,166500,235000,314000,361500
2007,Q1,Jurong East,168000,237000,298500,408000
2007,Q1,Jurong West,151500,223000,290000,312000
2007,Q1,Kallang/Whampoa,173000,295000,417500,*
2007,Q1,Marine Parade,240000,*,*,-
2007,Q1,Pasir Ris,*,245000,293300,362000
2007,Q1,Punggol,-,252500,307000,*
2007,Q1,Queenstown,186500,388000,500000,*
2007,Q1,Sembawang,-,240000,287000,334000
2007,Q1,Sengkang,-,245000,300000,339500
2007,Q1,Serangoon,169000,242000,312500,389000
2007,Q1,Tampines,192000,263000,310000,399000
2007,Q1,Toa Payoh,195000,337500,440000,445000
2007,Q1,Woodlands,152500,225500,278000,350000
2007,Q1,Yishun,159000,200000,273800,331500
