Module,Group,Quota,No_of_Bidders,Lowest_Bid,Lowest_Succ_Bid,Highest_Bid,Faculty,newStudent,pAcc,gAcc,Bid_Round,Acad_Yr,Semester
CS1101Y,LECTURE 3,2,1,1,1,1,SCIENCE,0,1,0,1C,2008,1
CS1101Y,LECTURE 3,5,1,1365,1,1365,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1101Y,LECTURE 3,8,12,173,219,548,SCIENCE,1,1,0,1C,2008,1
CS1101Y,LECTURE 3,23,27,2,10,201,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1101Y,LECTURE 1,9,4,1,1,400,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1101Y,LECTURE 2,2,3,70,152,201,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1101Y,LECTURE 2,16,2,10,1,210,SCHOOL OF COMPUTING,1,1,0,2A,2008,1
CS1101Y,LECTURE 3,5,2,1,1,1500,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1101Y,LECTURE 1,5,2,1,1,1,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1101Y,LECTURE 2,14,1,1,1,1,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1101Y,LECTURE 3,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1101Y,LECTURE 3,3,2,1,1,50,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1101Y,LECTURE 1,3,3,1,1,596,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1101Y,LECTURE 2,13,7,1,1,500,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1101Y,LECTURE 3,5,2,1,1,357,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1101Y,LECTURE 2,6,1,41,1,41,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1101Y,LECTURE 3,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1101Z,LECTURE 1,2,0,0,0,0,SCIENCE,0,1,0,1A,2008,1
CS1101Z,LECTURE 1,6,1,250,1,250,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1101Z,LECTURE 2,4,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,1
CS1101Z,LECTURE 2,2,0,0,0,0,SCIENCE,0,1,0,1A,2008,1
CS1101Z,LECTURE 2,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1101Z,LECTURE 3,2,0,0,0,0,SCIENCE,0,1,0,1A,2008,1
CS1101Z,LECTURE 3,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1101Z,LECTURE 1,2,0,0,0,0,SCIENCE,0,1,0,1B,2008,1
CS1101Z,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1101Z,LECTURE 2,4,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,1
CS1101Z,LECTURE 2,2,0,0,0,0,SCIENCE,0,1,0,1B,2008,1
CS1101Z,LECTURE 2,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1101Z,LECTURE 3,2,0,0,0,0,SCIENCE,0,1,0,1B,2008,1
CS1101Z,LECTURE 3,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1101Z,LECTURE 1,2,0,0,0,0,SCIENCE,0,1,0,1C,2008,1
CS1101Z,LECTURE 1,5,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1101Z,LECTURE 1,8,15,20,400,598,SCIENCE,1,1,0,1C,2008,1
CS1101Z,LECTURE 1,20,10,5,1,128,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1101Z,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2008,1
CS1101Z,LECTURE 2,4,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2008,1
CS1101Z,LECTURE 2,2,0,0,0,0,SCIENCE,0,1,0,1C,2008,1
CS1101Z,LECTURE 2,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1101Z,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2008,1
CS1101Z,LECTURE 2,8,11,1,25,538,SCIENCE,1,1,0,1C,2008,1
CS1101Z,LECTURE 2,18,9,1,1,50,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1101Z,LECTURE 2,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2008,1
CS1101Z,LECTURE 3,2,0,0,0,0,SCIENCE,0,1,0,1C,2008,1
CS1101Z,LECTURE 3,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1101Z,LECTURE 3,8,9,150,150,500,SCIENCE,1,1,0,1C,2008,1
CS1101Z,LECTURE 3,20,7,1,1,325,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1101Z,LECTURE 3,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2008,1
CS1101Z,LECTURE 1,8,5,2,1,400,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1101Z,LECTURE 1,10,3,1,1,318,SCHOOL OF COMPUTING,1,1,0,2A,2008,1
CS1101Z,LECTURE 2,13,4,1,1,101,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1101Z,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2008,1
CS1101Z,LECTURE 2,9,1,1,1,1,SCHOOL OF COMPUTING,1,1,0,2A,2008,1
CS1101Z,LECTURE 3,10,1,400,1,400,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1101Z,LECTURE 3,13,4,1,1,100,SCHOOL OF COMPUTING,1,1,0,2A,2008,1
CS1101Z,LECTURE 1,4,3,1,1,5,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1101Z,LECTURE 1,2,6,170,598,598,SCIENCE,1,1,0,2B,2008,1
CS1101Z,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1101Z,LECTURE 2,9,4,27,1,100,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1101Z,LECTURE 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2008,1
CS1101Z,LECTURE 2,8,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1101Z,LECTURE 3,9,1,1,1,1,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1101Z,LECTURE 3,9,2,1,1,47,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1101Z,LECTURE 1,9,11,1,170,598,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1101Z,LECTURE 2,14,4,10,1,508,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1101Z,LECTURE 3,16,3,1,1,301,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1101Z,LECTURE 2,10,2,1,1,40,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1101Z,LECTURE 3,15,2,1,1,1408,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1102,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,1
CS1102,LECTURE 1,35,3,1,1,1,SCIENCE,0,1,0,1A,2008,1
CS1102,LECTURE 1,70,40,1,1,507,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1102,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,1
CS1102,LECTURE 1,32,0,0,0,0,SCIENCE,0,1,0,1B,2008,1
CS1102,LECTURE 1,30,3,1,1,10,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1102,LECTURE 1,10,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2008,1
CS1102,LECTURE 1,32,1,1500,1,1500,SCIENCE,0,1,0,1C,2008,1
CS1102,LECTURE 1,27,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2008,1
CS1102,LECTURE 1,50,58,1,40,504,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1102,LECTURE 1,5,1,513,1,513,SCHOOL OF COMPUTING,2,0,1,1C,2008,1
CS1102,LECTURE 1,71,6,1,1,1244,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2008,1
CS1102,LECTURE 1,65,1,1,1,1,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2008,1
CS1102,LECTURE 1,70,10,1,1,150,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1102,LECTURE 1,61,2,5,1,10,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2009,1
CS1102,LECTURE 1,35,8,1,1,383,SCIENCE,0,1,0,1A,2009,1
CS1102,LECTURE 1,35,10,1,1,958,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2009,1
CS1102,LECTURE 1,27,0,0,0,0,SCIENCE,0,1,0,1B,2009,1
CS1102,LECTURE 1,25,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2009,1
CS1102,LECTURE 1,27,0,0,0,0,SCIENCE,0,1,0,1C,2009,1
CS1102,LECTURE 1,24,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2009,1
CS1102,LECTURE 1,80,51,1,1,320,SCHOOL OF COMPUTING,1,1,0,1C,2009,1
CS1102,LECTURE 1,5,1,1,1,1,SCHOOL OF COMPUTING,2,0,1,1C,2009,1
CS1102,LECTURE 1,58,5,1,1,11,SCHOOL OF COMPUTING,0,1,1,2A,2009,1
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2009,1
CS1102,LECTURE 1,29,3,1,1,110,SCHOOL OF COMPUTING,1,1,0,2A,2009,1
CS1102,LECTURE 1,53,0,0,0,0,SCHOOL OF COMPUTING,0,1,1,2B,2009,1
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2009,1
CS1102,LECTURE 1,27,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2B,2009,1
CS1102,LECTURE 1,82,4,1,1,874,SCHOOL OF COMPUTING,2,1,1,3A,2009,1
CS1102,LECTURE 1,78,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2009,1
CS1102,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 1,5,1,1,1,1,SCIENCE,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 1,1,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 1,3,10,111,801,1101,SCHOOL OF COMPUTING,1,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 2,5,0,0,0,0,SCIENCE,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 3,5,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 3,32,37,1,10,1301,SCHOOL OF COMPUTING,1,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 4,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 4,32,18,1,1,100,SCHOOL OF COMPUTING,1,1,0,1A,2009,2
CS1102,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 1,4,1,1,1,1,SCIENCE,0,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 2,5,0,0,0,0,SCIENCE,0,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 2,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 3,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 4,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 4,14,6,1,1,1000,SCHOOL OF COMPUTING,1,1,0,1B,2009,2
CS1102,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2009,2
CS1102,SECTIONAL TEACHING 1,3,0,0,0,0,SCIENCE,2,1,0,2A,2009,2
CS1102,SECTIONAL TEACHING 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2009,2
CS1102,SECTIONAL TEACHING 2,5,0,0,0,0,SCIENCE,2,1,0,2A,2009,2
CS1102,SECTIONAL TEACHING 3,4,7,200,400,1257,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS1102,SECTIONAL TEACHING 3,2,1,1,1,1,SCHOOL OF COMPUTING,2,0,1,2A,2009,2
CS1102,SECTIONAL TEACHING 4,10,2,1,1,55,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS1102,SECTIONAL TEACHING 4,5,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2A,2009,2
CS1102,SECTIONAL TEACHING 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2009,2
CS1102,SECTIONAL TEACHING 1,3,0,0,0,0,SCIENCE,2,1,0,2B,2009,2
CS1102,SECTIONAL TEACHING 2,2,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2009,2
CS1102,SECTIONAL TEACHING 2,5,0,0,0,0,SCIENCE,2,1,0,2B,2009,2
CS1102,SECTIONAL TEACHING 3,1,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2009,2
CS1102,SECTIONAL TEACHING 4,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS1102,SECTIONAL TEACHING 4,5,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2009,2
CS1102,SECTIONAL TEACHING 1,5,7,230,470,869,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1102,SECTIONAL TEACHING 2,7,11,1,408,1001,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1102,SECTIONAL TEACHING 3,1,4,200,1358,1358,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1102,SECTIONAL TEACHING 4,13,10,1,1,600,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1102,SECTIONAL TEACHING 4,4,3,1,1,103,SCHOOL OF COMPUTING,2,1,1,3A,2009,2
CS1102,SECTIONAL TEACHING 4,1,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2009,2
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2010,1
CS1102,LECTURE 1,35,27,1,1,1200,SCIENCE,0,1,0,1A,2010,1
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,1
CS1102,LECTURE 1,8,1,1,1,1,SCIENCE,0,1,0,1B,2010,1
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2010,1
CS1102,LECTURE 1,7,0,0,0,0,SCIENCE,0,1,0,1C,2010,1
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2010,1
CS1102,LECTURE 1,3,1,1,1,1,SCHOOL OF COMPUTING,2,0,1,1C,2010,1
CS1102,LECTURE 1,12,10,10,1,1000,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2010,1
CS1102,LECTURE 1,2,1,720,1,720,SCHOOL OF COMPUTING,0,1,1,2B,2010,1
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2010,1
CS1102,LECTURE 1,5,1,500,1,500,SCHOOL OF COMPUTING,2,1,1,3A,2010,1
CS1102,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2010,1
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2010,2
CS1102,LECTURE 1,10,11,201,243,3000,SCIENCE,0,1,0,1A,2010,2
CS1102,LECTURE 1,10,4,1,1,100,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2010,2
CS1102,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS1102,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,2
CS1102,LECTURE 1,6,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS1102,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2010,2
CS1102,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2010,2
CS1102,LECTURE 1,15,2,1,1,1,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS1102,LECTURE 1,10,1,268,1,268,SCHOOL OF COMPUTING,2,0,1,2A,2010,2
CS1102,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2010,2
CS1102,LECTURE 1,13,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS1102,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2010,2
CS1102,LECTURE 1,27,5,1,1,870,SCHOOL OF COMPUTING,2,1,1,2C,2010,2
CS1102,LECTURE 1,22,2,1,1,1,SCHOOL OF COMPUTING,2,1,1,3A,2010,2
CS1102,LECTURE 1,20,2,1,1,1,SCHOOL OF COMPUTING,2,1,1,3B,2010,2
CS1102C,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,1
CS1102C,LECTURE 1,5,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS1102C,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,1
CS1102C,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS1102C,LECTURE 1,8,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2008,1
CS1102C,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2008,1
CS1102C,LECTURE 1,20,5,5,1,15,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
CS1102C,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2008,1
CS1102C,LECTURE 1,22,4,1,1,300,SCHOOL OF COMPUTING,0,1,1,2A,2008,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2008,1
CS1102C,LECTURE 1,15,1,1,1,1,SCHOOL OF COMPUTING,1,1,0,2A,2008,1
CS1102C,LECTURE 1,18,0,0,0,0,SCHOOL OF COMPUTING,0,1,1,2B,2008,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2008,1
CS1102C,LECTURE 1,14,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2B,2008,1
CS1102C,LECTURE 1,34,3,1,1,10,SCHOOL OF COMPUTING,2,1,1,3A,2008,1
CS1102C,LECTURE 1,31,1,1245,1,1245,SCHOOL OF COMPUTING,2,1,1,3B,2008,1
CS1102C,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2008,2
CS1102C,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2008,2
CS1102C,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2008,2
CS1102C,LECTURE 1,25,19,1,1,251,SCHOOL OF COMPUTING,1,1,0,1A,2008,2
CS1102C,LECTURE 1,4,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2008,2
CS1102C,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,2
CS1102C,LECTURE 1,1,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2008,2
CS1102C,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2008,2
CS1102C,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2008,2
CS1102C,LECTURE 1,8,2,1,1,1,SCHOOL OF COMPUTING,2,1,0,2A,2008,2
CS1102C,LECTURE 1,3,1,633,1,633,SCHOOL OF COMPUTING,2,0,1,2A,2008,2
CS1102C,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2008,2
CS1102C,LECTURE 1,6,1,1,1,1,SCHOOL OF COMPUTING,2,1,0,2B,2008,2
CS1102C,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2008,2
CS1102C,LECTURE 1,12,8,1,1,1012,SCHOOL OF COMPUTING,2,1,1,2C,2008,2
CS1102C,LECTURE 1,4,4,5,1,799,SCHOOL OF COMPUTING,2,1,1,3A,2008,2
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2009,1
CS1102C,LECTURE 1,14,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2009,1
CS1102C,LECTURE 1,13,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2009,1
CS1102C,LECTURE 1,13,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1C,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2009,1
CS1102C,LECTURE 1,19,5,1,1,400,SCHOOL OF COMPUTING,0,1,1,2A,2009,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2A,2009,1
CS1102C,LECTURE 1,14,0,0,0,0,SCHOOL OF COMPUTING,0,1,1,2B,2009,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2B,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,2B,2009,1
CS1102C,LECTURE 1,19,5,1,1,579,SCHOOL OF COMPUTING,2,1,1,3A,2009,1
CS1102C,LECTURE 1,14,0,0,0,0,SCHOOL OF COMPUTING,2,1,1,3B,2009,1
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2009,2
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1A,2009,2
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2009,2
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1B,2009,2
CS1102C,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2A,2009,2
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS1102C,LECTURE 1,5,1,200,1,200,SCHOOL OF COMPUTING,2,0,1,2A,2009,2
CS1102C,LECTURE 1,5,0,0,0,0,ARTS & SOCIAL SCIENCES,2,1,0,2B,2009,2
CS1102C,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS1102C,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,2B,2009,2
CS1102C,LECTURE 1,12,13,1,2,829,SCHOOL OF COMPUTING,2,1,1,2C,2009,2
CS1102C,LECTURE 1,1,1,1,1,1,SCHOOL OF COMPUTING,2,1,1,3B,2009,2
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1A,2010,1
CS1102C,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2010,1
CS1102C,LECTURE 1,5,4,1,1,1300,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1A,2010,1
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1B,2010,1
CS1102C,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,1
CS1102C,LECTURE 1,1,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1B,2010,1
CS1102C,LECTURE 1,3,0,0,0,0,ARTS & SOCIAL SCIENCES,0,1,0,1C,2010,1
CS1102C,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2010,1
CS1102C,LECTURE 1,1,0,0,0,0,UNIVERSITY SCHOLARS PROGRAM,0,1,0,1C,2010,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,1C,2010,1
CS1102C,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,0,1,1C,2010,1
CS1102C,LECTURE 1,14,12,20,1,1444,SCHOOL OF COMPUTING,0,1,1,2A,2010,1
CS1102C,LECTURE 1,2,0,0,0,0,ARTS & SOCIAL SCIENCES,1,1,0,2A,2010,1
