Module,Group,Quota,No_of_Bidders,Lowest_Bid,Lowest_Succ_Bid,Highest_Bid,Faculty,newStudent,pAcc,gAcc,Bid_Round,Acad_Yr,Semester
CS5248,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2008,2
CS5248,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2008,2
CS5248,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2008,2
CS5248,LECTURE 1,9,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS5248,LECTURE 1,8,1,1,1,1,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS5248,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2009,2
CS5248,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2009,2
CS5248,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2009,2
CS5248,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS5248,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS5248,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS5248,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2010,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2010,2
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2010,2
CS5248,LECTURE 1,9,2,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2011,1
CS5248,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2011,1
CS5248,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2011,1
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2011,1
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2011,1
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2011,1
CS5248,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2011,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2012,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2012,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2012,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2012,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2012,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2012,1
CS5248,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2012,1
CS5249,LECTURE 1,10,5,1,1,277,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS5249,LECTURE 1,5,1,100,1,100,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS5249,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS5249,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2008,1
CS5249,LECTURE 1,5,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,2B,2008,1
CS5249,LECTURE 1,4,1,1000,1,1000,SCHOOL OF COMPUTING,2,1,0,3A,2008,1
CS5249,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2008,1
CS5249,LECTURE 1,10,14,1,200,3282,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS5249,LECTURE 1,1,3,500,2728,2728,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS5272,LECTURE 1,5,5,1,1,1500,SCHOOL OF COMPUTING,0,1,0,1A,2012,2
CS5272,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2012,2
CS5272,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2012,2
CS5272,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2012,2
CS5321,LECTURE 1,8,1,1000,1,1000,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS5321,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS5321,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS5321,LECTURE 1,7,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,2A,2009,1
CS5321,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2009,1
CS5321,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2009,1
CS5321,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2009,1
CS5321,LECTURE 1,9,1,100,1,100,SCHOOL OF COMPUTING,0,1,0,1A,2011,1
CS5321,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2011,1
CS5321,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2011,1
CS5321,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2011,1
CS5321,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2011,1
CS5321,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2011,1
CS5321,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2011,1
CS5321,LECTURE 1,6,1,100,1,100,SCHOOL OF COMPUTING,0,1,0,1A,2012,2
CS5321,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2012,2
CS5321,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2012,2
CS5321,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2012,2
CS5321,LECTURE 1,5,1,100,1,100,SCHOOL OF COMPUTING,2,1,0,3A,2012,2
CS5321,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2012,2
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2008,1
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2008,1
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2008,1
CS5322,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2008,1
CS5322,LECTURE 1,7,2,1005,1,1500,SCHOOL OF COMPUTING,0,1,0,1A,2009,2
CS5322,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,2
CS5322,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2009,2
CS5322,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2009,2
CS5322,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2009,2
CS5322,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2009,2
CS5322,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2009,2
CS5322,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS5322,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS5322,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS5322,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS5322,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS5322,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS5322,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2010,2
CS5322,LECTURE 1,8,1,1,1,1,SCHOOL OF COMPUTING,2,1,0,3A,2010,2
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2010,2
CS5322,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
CS5322,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2011,2
CS5322,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2011,2
CS5322,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2011,2
CS5322,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2011,2
CS5322,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2011,2
CS5322,LECTURE 1,10,3,100,1,300,SCHOOL OF COMPUTING,0,1,0,1A,2012,1
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2012,1
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2012,1
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2012,1
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2012,1
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2012,1
CS5322,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2012,1
CS5330,LECTURE 1,5,2,10,1,251,SCHOOL OF COMPUTING,0,1,0,1A,2012,1
CS5330,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2012,1
CS5330,LECTURE 1,3,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,1C,2012,1
CS5330,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2012,1
CS5330,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2012,1
CS5330,LECTURE 1,3,1,1,1,1,SCHOOL OF COMPUTING,2,1,0,3A,2012,1
CS5330,LECTURE 1,2,1,1,1,1,SCHOOL OF COMPUTING,2,1,0,3B,2012,1
CS5340,LECTURE 1,10,10,108,1,2001,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS5340,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2008,1
CS5340,LECTURE 1,1,1,1000,1,1000,SCHOOL OF COMPUTING,2,1,0,3A,2008,1
CS5340,LECTURE 1,1,1,2000,1,2000,SCHOOL OF COMPUTING,2,1,0,3B,2008,1
CS5340,LECTURE 1,6,2,200,1,2000,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS5340,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS5340,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS5340,LECTURE 1,4,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2009,1
CS5340,LECTURE 1,4,1,1500,1,1500,SCHOOL OF COMPUTING,0,1,0,2B,2009,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2009,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2009,1
CS5340,LECTURE 1,8,3,1,1,1000,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS5340,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS5340,LECTURE 1,5,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS5340,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS5340,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS5340,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS5340,LECTURE 1,7,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2010,2
CS5340,LECTURE 1,7,1,2023,1,2023,SCHOOL OF COMPUTING,2,1,0,3A,2010,2
CS5340,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2010,2
CS5340,LECTURE 1,8,3,1,1,1000,SCHOOL OF COMPUTING,0,1,0,1A,2011,1
CS5340,LECTURE 1,5,2,1,1,500,SCHOOL OF COMPUTING,0,1,0,1B,2011,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2011,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2011,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2011,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2011,1
CS5340,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2011,1
CS5340,LECTURE 1,2,3,1350,1500,3000,SCHOOL OF COMPUTING,0,1,0,1A,2012,1
CS5341,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
CS5341,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
CS5341,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
CS5341,LECTURE 1,10,1,1,1,1,SCHOOL OF COMPUTING,0,1,0,2A,2008,1
CS5341,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2008,1
CS5341,LECTURE 1,9,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2008,1
CS5341,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2008,1
CS5341,LECTURE 1,6,5,1,1,1500,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS5341,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS5341,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS5341,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS5341,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS5341,LECTURE 1,3,1,101,1,101,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS5341,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2010,2
CS5341,LECTURE 1,2,1,100,1,100,SCHOOL OF COMPUTING,2,1,0,3A,2010,2
CS5341,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2010,2
CS5341,LECTURE 1,1,2,691,1250,1250,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1A,2009,1
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2009,1
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1C,2009,1
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2A,2009,1
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,2B,2009,1
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2009,1
CS5342,LECTURE 1,10,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2009,1
CS5342,LECTURE 1,8,2,1,1,1,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS5342,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1A,2010,2
CS5342,LECTURE 1,6,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2010,2
CS5342,LECTURE 1,2,0,0,0,0,SCHOOL OF COMPUTING,1,1,0,1B,2010,2
CS5342,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2010,2
CS5342,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2010,2
CS5342,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2C,2010,2
CS5342,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2010,2
CS5342,LECTURE 1,8,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2010,2
CS5342,LECTURE 1,5,2,1,1,11,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
CS5342,LECTURE 1,3,2,1,1,55,SCHOOL OF COMPUTING,0,1,0,1B,2011,2
CS5342,LECTURE 1,1,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2A,2011,2
CS5342,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,2B,2011,2
CS5342,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3A,2011,2
CS5342,LECTURE 1,3,0,0,0,0,SCHOOL OF COMPUTING,2,1,0,3B,2011,2
CS5343,LECTURE 1,1,3,1,750,750,SCHOOL OF COMPUTING,0,1,0,1A,2010,2
CS5343,LECTURE 1,1,4,365,700,700,SCHOOL OF COMPUTING,0,1,0,1A,2011,2
ACC1002,LECTURE B1,18,14,1,1,1501,SCHOOL OF BUSINESS,0,1,0,1A,2008,1
ACC1002,LECTURE B1,4,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2008,1
ACC1002,LECTURE B1,4,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1C,2008,1
ACC1002,LECTURE B1,10,21,30,640,746,SCHOOL OF BUSINESS,1,1,0,1C,2008,1
ACC1002,LECTURE B1,4,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,2A,2008,1
ACC1002,LECTURE B1,4,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,2B,2008,1
ACC1002,LECTURE B1,4,7,346,737,1670,SCHOOL OF BUSINESS,2,1,0,3A,2008,1
ACC1002,LECTURE B1,25,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1A,2008,2
ACC1002,LECTURE B1,8,7,1,1,1268,SCHOOL OF BUSINESS,1,1,0,1A,2008,2
ACC1002,LECTURE B1,25,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2008,2
ACC1002,LECTURE B1,1,1,1,1,1,SCHOOL OF BUSINESS,1,1,0,1B,2008,2
ACC1002,LECTURE B1,25,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,2A,2008,2
ACC1002,LECTURE B1,26,1,100,1,100,SCHOOL OF BUSINESS,2,1,0,2B,2008,2
ACC1002,LECTURE B1,45,1,10,1,10,SCHOOL OF BUSINESS,2,1,0,2C,2008,2
ACC1002,LECTURE B1,44,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,3A,2008,2
ACC1002,LECTURE B1,44,1,1,1,1,SCHOOL OF BUSINESS,2,1,0,3B,2008,2
ACC1002,LECTURE B1,28,19,1,1,1000,SCHOOL OF BUSINESS,0,1,0,1A,2009,1
ACC1002,LECTURE B2,9,9,1,1,3000,SCHOOL OF BUSINESS,0,1,0,1A,2009,1
ACC1002,LECTURE B1,9,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,1B,2009,1
ACC1002,LECTURE B1,8,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1C,2009,1
ACC1002,LECTURE B1,8,16,102,300,550,SCHOOL OF BUSINESS,1,1,0,1C,2009,1
ACC1002,LECTURE B2,3,9,212,550,747,SCHOOL OF BUSINESS,1,1,0,1C,2009,1
ACC1002,LECTURE B1,8,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,2A,2009,1
ACC1002,LECTURE B1,7,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,2B,2009,1
ACC1002,LECTURE B1,6,10,157,436,647,SCHOOL OF BUSINESS,2,1,0,3A,2009,1
ACC1002,LECTURE B2,1,3,452,658,658,SCHOOL OF BUSINESS,2,1,0,3A,2009,1
ACC1002,LECTURE B1,18,1,100,1,100,SCHOOL OF BUSINESS,0,1,0,1A,2009,2
ACC1002,LECTURE B1,6,4,2,1,101,SCHOOL OF BUSINESS,1,1,0,1A,2009,2
ACC1002,LECTURE B1,17,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2009,2
ACC1002,LECTURE B1,2,2,312,1,500,SCHOOL OF BUSINESS,1,1,0,1B,2009,2
ACC1002,LECTURE B1,17,1,1,1,1,SCHOOL OF BUSINESS,2,1,0,2A,2009,2
ACC1002,LECTURE B1,16,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,2B,2009,2
ACC1002,LECTURE B1,16,1,1,1,1,SCHOOL OF BUSINESS,2,1,0,2C,2009,2
ACC1002,LECTURE B1,15,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,3A,2009,2
ACC1002,LECTURE B1,15,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,3B,2009,2
ACC1002,LECTURE B1,10,1,300,1,300,SCHOOL OF BUSINESS,0,1,0,1A,2010,1
ACC1002,LECTURE B1,9,3,1,1,102,SCHOOL OF BUSINESS,0,1,0,1B,2010,1
ACC1002,LECTURE B1,6,1,325,1,325,SCHOOL OF BUSINESS,0,1,0,1C,2010,1
ACC1002,LECTURE B1,5,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,2A,2010,1
ACC1002,LECTURE B1,6,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,2B,2010,1
ACC1002,LECTURE B1,6,8,1,83,599,SCHOOL OF BUSINESS,2,1,0,3A,2010,1
ACC1002,LECTURE B1,20,1,10,1,10,SCHOOL OF BUSINESS,0,1,0,1A,2011,1
ACC1002,LECTURE B1,19,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,1B,2011,1
ACC1002,LECTURE B1,18,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1C,2011,1
ACC1002,LECTURE B1,18,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,2A,2011,1
ACC1002,LECTURE B1,19,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,2B,2011,1
ACC1002,LECTURE B1,18,13,1,1,746,SCHOOL OF BUSINESS,2,1,0,3A,2011,1
ACC1002,LECTURE B1,5,6,28,350,600,SCHOOL OF BUSINESS,2,1,0,3B,2011,1
ACC1002,LECTURE V1,40,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1A,2011,2
ACC1002,LECTURE V1,10,5,1,1,100,SCHOOL OF BUSINESS,1,1,0,1A,2011,2
ACC1002,LECTURE V1,40,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2011,2
ACC1002,LECTURE V1,5,1,100,1,100,SCHOOL OF BUSINESS,1,1,0,1B,2011,2
ACC1002,LECTURE V1,44,1,1,1,1,SCHOOL OF BUSINESS,2,1,0,2A,2011,2
ACC1002,LECTURE V1,43,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,2B,2011,2
ACC1002,LECTURE V1,43,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,3A,2011,2
ACC1002,LECTURE V1,43,1,1,1,1,SCHOOL OF BUSINESS,2,1,0,3B,2011,2
ACC1002,LECTURE V1,15,2,1,1,100,SCHOOL OF BUSINESS,0,1,0,1A,2012,1
ACC1002,LECTURE V1,13,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2012,1
ACC1002,LECTURE V1,8,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,1A,2012,2
ACC1002,LECTURE V1,20,3,2,1,101,SCHOOL OF BUSINESS,1,1,0,1A,2012,2
ACC1002,LECTURE V1,7,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2012,2
ACC1002,LECTURE V1,17,0,0,0,0,SCHOOL OF BUSINESS,1,1,0,1B,2012,2
ACC1002,LECTURE V1,24,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,2A,2012,2
ACC1002,LECTURE V1,24,1,500,1,500,SCHOOL OF BUSINESS,2,1,0,2B,2012,2
ACC1002,LECTURE V1,23,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,3A,2012,2
ACC1002,LECTURE V1,23,0,0,0,0,SCHOOL OF BUSINESS,2,1,0,3B,2012,2
ACC1002X,LECTURE B1,18,18,80,1,1001,SCIENCE,0,1,0,1A,2008,1
ACC1002X,LECTURE B1,120,166,100,1502,5001,ENGINEERING,0,1,0,1A,2008,1
ACC1002X,LECTURE B1,25,16,1,1,991,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
ACC1002X,LECTURE B1,28,7,3,1,1084,SCHOOL OF BUSINESS,0,1,0,1A,2008,1
ACC1002X,LECTURE B2,17,12,1,1,507,SCIENCE,0,1,0,1A,2008,1
ACC1002X,LECTURE B2,100,138,15,1871,4501,ENGINEERING,0,1,0,1A,2008,1
ACC1002X,LECTURE B2,35,18,1,1,300,SCHOOL OF COMPUTING,0,1,0,1A,2008,1
ACC1002X,LECTURE B2,40,3,1,1,388,SCHOOL OF BUSINESS,0,1,0,1A,2008,1
ACC1002X,LECTURE B1,9,1,10,1,10,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
ACC1002X,LECTURE B1,21,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1B,2008,1
ACC1002X,LECTURE B2,5,0,0,0,0,SCIENCE,0,1,0,1B,2008,1
ACC1002X,LECTURE B2,17,0,0,0,0,SCHOOL OF COMPUTING,0,1,0,1B,2008,1
ACC1002X,LECTURE B2,37,1,1,1,1,SCHOOL OF BUSINESS,0,1,0,1B,2008,1
ACC1002X,LECTURE B1,1,12,700,5201,5201,ENGINEERING,0,1,0,1C,2008,1
ACC1002X,LECTURE B1,8,9,1,351,2277,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
ACC1002X,LECTURE B1,22,0,0,0,0,SCHOOL OF BUSINESS,0,1,0,1C,2008,1
ACC1002X,LECTURE B1,9,20,60,201,514,SCIENCE,1,1,0,1C,2008,1
ACC1002X,LECTURE B1,40,57,1,650,748,ENGINEERING,1,1,0,1C,2008,1
ACC1002X,LECTURE B1,50,26,1,1,125,SCHOOL OF COMPUTING,1,1,0,1C,2008,1
ACC1002X,LECTURE B2,5,18,1,2600,4000,SCIENCE,0,1,0,1C,2008,1
ACC1002X,LECTURE B2,17,7,1,1,3500,SCHOOL OF COMPUTING,0,1,0,1C,2008,1
