Date,Price
4/7/2015,203.25
4/8/2015,207.669998
4/9/2015,210.089996
4/10/2015,210.899994
4/13/2015,209.779999
4/14/2015,207.460007
4/15/2015,207.830002
4/16/2015,206.699997
4/17/2015,206.789993
4/20/2015,205.270004
4/21/2015,209.410004
4/22/2015,219.440002
4/23/2015,218.600006
4/24/2015,218.429993
4/27/2015,231.550003
4/28/2015,230.479996
4/29/2015,232.449997
4/30/2015,226.050003
5/1/2015,226.029999
5/4/2015,230.509995
5/5/2015,232.949997
5/6/2015,230.429993
5/7/2015,236.800003
5/8/2015,236.610001
5/11/2015,239.490005
5/12/2015,244.740005
5/13/2015,243.179993
5/14/2015,244.100006
5/15/2015,248.839996
5/18/2015,248.75
5/19/2015,247.139999
5/20/2015,244.350006
5/21/2015,245.619995
5/22/2015,247.729996
5/26/2015,247.460007
5/27/2015,247.429993
5/28/2015,251.449997
5/29/2015,250.800003
6/1/2015,249.449997
6/2/2015,248.350006
6/3/2015,248.990005
6/4/2015,245.919998
6/5/2015,249.139999
6/8/2015,256.290009
6/9/2015,256
6/10/2015,250.699997
6/11/2015,251.410004
6/12/2015,250.690002
6/15/2015,250.380005
6/16/2015,253.119995
6/17/2015,260.410004
6/18/2015,261.890015
6/19/2015,262.51001
6/22/2015,259.790009
6/23/2015,267.670013
6/24/2015,265.170013
6/25/2015,268.790009
6/26/2015,267.089996
6/29/2015,262.019989
6/30/2015,268.26001
7/1/2015,269.149994
7/2/2015,280.019989
7/6/2015,279.720001
7/7/2015,267.880005
7/8/2015,254.960007
7/9/2015,257.920013
7/10/2015,259.149994
7/13/2015,262.160004
7/14/2015,265.649994
7/15/2015,263.140015
7/16/2015,266.679993
7/17/2015,274.660004
7/20/2015,282.26001
7/21/2015,266.769989
7/22/2015,267.869995
7/23/2015,267.200012
7/24/2015,265.410004
7/27/2015,253.009995
7/28/2015,264.820007
7/29/2015,263.820007
7/30/2015,266.790009
7/31/2015,266.149994
8/3/2015,259.98999
8/4/2015,266.279999
8/5/2015,270.130005
8/6/2015,246.130005
8/7/2015,242.509995
8/10/2015,241.139999
8/11/2015,237.369995
8/12/2015,238.169998
8/13/2015,242.509995
8/14/2015,243.149994
8/17/2015,254.990005
8/18/2015,260.720001
8/19/2015,255.25
8/20/2015,242.179993
8/21/2015,230.770004
8/24/2015,218.869995
8/25/2015,220.029999
8/26/2015,224.839996
8/27/2015,242.990005
8/28/2015,248.479996
8/31/2015,249.059998
9/1/2015,238.630005
9/2/2015,247.690002
9/3/2015,245.570007
9/4/2015,241.929993
9/8/2015,248.169998
9/9/2015,248.910004
9/10/2015,248.479996
9/11/2015,250.240005
9/14/2015,253.190002
9/15/2015,253.570007
9/16/2015,262.25
9/17/2015,262.070007
9/18/2015,260.619995
9/21/2015,264.200012
9/22/2015,260.940002
9/23/2015,261.059998
9/24/2015,263.119995
9/25/2015,256.910004
9/28/2015,248.429993
9/29/2015,246.649994
9/30/2015,248.399994
10/1/2015,239.880005
10/2/2015,247.570007
10/5/2015,246.149994
10/6/2015,241.460007
10/7/2015,231.960007
10/8/2015,226.720001
10/9/2015,220.690002
10/12/2015,215.580002
10/13/2015,219.25
10/14/2015,216.880005
10/15/2015,221.309998
10/16/2015,227.009995
10/19/2015,228.100006
10/20/2015,213.029999
10/21/2015,210.089996
10/22/2015,211.720001
10/23/2015,209.089996
10/26/2015,215.259995
10/27/2015,210.350006
10/28/2015,212.960007
10/29/2015,211.630005
10/30/2015,206.929993
11/2/2015,213.789993
11/3/2015,208.350006
11/4/2015,231.630005
11/5/2015,231.770004
11/6/2015,232.360001
11/9/2015,225.330002
11/10/2015,216.5
11/11/2015,219.080002
11/12/2015,212.940002
11/13/2015,207.190002
11/16/2015,214.309998
11/17/2015,214
11/18/2015,221.070007
11/19/2015,221.800003
11/20/2015,220.009995
11/23/2015,217.75
11/24/2015,218.25
11/25/2015,229.639999
11/27/2015,231.610001
11/30/2015,230.259995
12/1/2015,237.190002
12/2/2015,231.990005
12/3/2015,232.710007
12/4/2015,230.380005
12/7/2015,231.130005
12/8/2015,226.720001
12/9/2015,224.520004
12/10/2015,227.070007
12/11/2015,217.020004
12/14/2015,218.580002
12/15/2015,221.089996
12/16/2015,234.509995
12/17/2015,233.389999
12/18/2015,230.460007
12/21/2015,232.559998
12/22/2015,229.949997
12/23/2015,229.699997
12/24/2015,230.570007
12/28/2015,228.949997
12/29/2015,237.190002
12/30/2015,238.089996
12/31/2015,240.009995
1/4/2016,223.410004
1/5/2016,223.429993
1/6/2016,219.039993
1/7/2016,215.649994
1/8/2016,211
1/11/2016,207.850006
1/12/2016,209.970001
1/13/2016,200.309998
1/14/2016,206.179993
1/15/2016,204.990005
1/19/2016,204.720001
1/20/2016,198.699997
1/21/2016,199.970001
1/22/2016,202.550003
1/25/2016,196.380005
1/26/2016,193.559998
1/27/2016,188.070007
1/28/2016,189.699997
1/29/2016,191.199997
2/1/2016,196.940002
2/2/2016,182.779999
2/3/2016,173.479996
2/4/2016,175.330002
2/5/2016,162.600006
2/8/2016,147.990005
2/9/2016,148.25
2/10/2016,143.669998
2/11/2016,150.470001
2/12/2016,151.039993
2/16/2016,155.169998
2/17/2016,168.679993
2/18/2016,166.770004
2/19/2016,166.580002
2/22/2016,177.740005
2/23/2016,177.210007
2/24/2016,179
2/25/2016,187.429993
2/26/2016,190.339996
2/29/2016,191.929993
3/1/2016,186.350006
3/2/2016,188.339996
3/3/2016,195.740005
3/4/2016,201.039993
3/7/2016,205.289993
3/8/2016,202.600006
3/9/2016,208.720001
3/10/2016,205.179993
3/11/2016,207.5
3/14/2016,215.149994
3/15/2016,218.339996
3/16/2016,221.929993
3/17/2016,226.380005
3/18/2016,232.740005
3/21/2016,238.320007
3/22/2016,234.240005
3/23/2016,222.580002
3/24/2016,227.75
3/28/2016,230.259995
3/29/2016,230.130005
3/30/2016,226.889999
3/31/2016,229.770004
4/1/2016,237.589996
4/4/2016,246.990005
4/5/2016,255.470001
4/6/2016,265.420013
4/7/2016,257.200012
4/8/2016,250.070007
4/11/2016,249.919998
4/12/2016,247.820007
4/13/2016,254.529999
4/14/2016,251.860001
4/15/2016,254.509995
4/18/2016,253.880005
4/19/2016,247.369995
4/20/2016,249.970001
4/21/2016,248.289993
4/22/2016,253.75
4/25/2016,251.820007
4/26/2016,253.740005
4/27/2016,251.470001
4/28/2016,247.710007
4/29/2016,240.759995
5/2/2016,241.800003
5/3/2016,232.320007
5/4/2016,222.559998
5/5/2016,211.529999
5/6/2016,214.929993
5/9/2016,208.919998
5/10/2016,208.690002
5/11/2016,208.960007
5/12/2016,207.279999
5/13/2016,207.610001
5/16/2016,208.289993
5/17/2016,204.660004
5/18/2016,211.169998
5/19/2016,215.210007
5/20/2016,220.279999
5/23/2016,216.220001
5/24/2016,217.910004
5/25/2016,219.580002
5/26/2016,225.119995
5/27/2016,223.039993
5/31/2016,223.229996
6/1/2016,219.559998
6/2/2016,218.960007
6/3/2016,218.990005
6/6/2016,220.679993
6/7/2016,232.339996
6/8/2016,235.520004
6/9/2016,229.360001
6/10/2016,218.789993
6/13/2016,217.869995
6/14/2016,214.960007
6/15/2016,217.699997
6/16/2016,217.929993
6/17/2016,215.470001
6/20/2016,219.699997
6/21/2016,219.610001
6/22/2016,196.660004
6/23/2016,196.399994
6/24/2016,193.149994
6/27/2016,198.550003
6/28/2016,201.789993
6/29/2016,210.190002
6/30/2016,212.279999
7/1/2016,216.5
7/5/2016,213.979996
7/6/2016,214.440002
7/7/2016,215.940002
7/8/2016,216.779999
7/11/2016,224.779999
7/12/2016,224.649994
7/13/2016,222.529999
7/14/2016,221.529999
7/15/2016,220.399994
7/18/2016,226.25
7/19/2016,225.259995
7/20/2016,228.360001
7/21/2016,220.5
7/22/2016,222.270004
7/25/2016,230.009995
7/26/2016,229.509995
7/27/2016,228.490005
7/28/2016,230.610001
7/29/2016,234.789993
8/1/2016,230.009995
8/2/2016,227.199997
8/3/2016,225.789993
8/4/2016,230.610001
8/5/2016,230.029999
8/8/2016,226.160004
8/9/2016,229.080002
8/10/2016,225.649994
8/11/2016,224.910004
8/12/2016,225.610001
8/15/2016,225.589996
8/16/2016,223.610001
8/17/2016,223.240005
8/18/2016,223.509995
8/19/2016,225
8/22/2016,222.929993
8/23/2016,224.839996
8/24/2016,222.619995
8/25/2016,220.960007
8/26/2016,219.990005
8/29/2016,215.199997
8/30/2016,211.339996
8/31/2016,212.009995
9/1/2016,200.770004
9/2/2016,197.779999
9/6/2016,202.830002
9/7/2016,201.710007
9/8/2016,197.360001
9/9/2016,194.470001
9/12/2016,198.300003
9/13/2016,196.050003
9/14/2016,196.410004
9/15/2016,200.419998
9/16/2016,205.399994
9/19/2016,206.339996
9/20/2016,204.639999
9/21/2016,205.220001
9/22/2016,206.429993
9/23/2016,207.449997
9/26/2016,208.990005
9/27/2016,205.809998
9/28/2016,206.270004
9/29/2016,200.699997
9/30/2016,204.029999
10/3/2016,213.699997
10/4/2016,211.410004
10/5/2016,208.460007
10/6/2016,201
10/7/2016,196.610001
10/10/2016,200.949997
10/11/2016,200.100006
10/12/2016,201.509995
10/13/2016,200.240005
10/14/2016,196.509995
10/17/2016,193.960007
10/18/2016,199.100006
10/19/2016,203.559998
10/20/2016,199.100006
10/21/2016,200.089996
10/24/2016,202.759995
10/25/2016,202.339996
10/26/2016,202.240005
10/27/2016,204.009995
10/28/2016,199.970001
10/31/2016,197.729996
11/1/2016,190.789993
11/2/2016,188.020004
11/3/2016,187.419998
11/4/2016,190.559998
11/7/2016,193.210007
11/8/2016,194.940002
11/9/2016,190.059998
11/10/2016,185.350006
11/11/2016,188.559998
11/14/2016,181.449997
11/15/2016,183.770004
11/16/2016,183.929993
11/17/2016,188.660004
11/18/2016,185.020004
11/21/2016,184.520004
11/22/2016,191.169998
11/23/2016,193.139999
11/25/2016,196.649994
11/28/2016,196.119995
11/29/2016,189.570007
11/30/2016,189.399994
12/1/2016,181.880005
12/2/2016,181.470001
12/5/2016,186.800003
12/6/2016,185.850006
12/7/2016,193.149994
12/8/2016,192.289993
12/9/2016,192.179993
12/12/2016,192.429993
12/13/2016,198.149994
12/14/2016,198.690002
12/15/2016,197.580002
12/16/2016,202.490005
12/19/2016,202.729996
12/20/2016,208.789993
12/21/2016,207.699997
12/22/2016,208.449997
12/23/2016,213.339996
12/27/2016,219.529999
12/28/2016,219.740005
12/29/2016,214.679993
12/30/2016,213.690002
1/3/2017,216.990005
1/4/2017,226.990005
1/5/2017,226.75
1/6/2017,229.009995
1/9/2017,231.279999
1/10/2017,229.869995
1/11/2017,229.729996
1/12/2017,229.589996
1/13/2017,237.75
1/17/2017,235.580002
1/18/2017,238.360001
1/19/2017,243.759995
1/20/2017,244.729996
1/23/2017,248.919998
1/24/2017,254.610001
1/25/2017,254.470001
1/26/2017,252.509995
1/27/2017,252.949997
1/30/2017,250.630005
1/31/2017,251.929993
2/1/2017,249.240005
2/2/2017,251.550003
2/3/2017,251.330002
2/6/2017,257.769989
2/7/2017,257.480011
2/8/2017,262.079987
2/9/2017,269.200012
2/10/2017,269.230011
2/13/2017,280.600006
2/14/2017,280.980011
2/15/2017,279.76001
2/16/2017,268.950012
2/17/2017,272.230011
2/21/2017,277.390015
2/22/2017,273.51001
2/23/2017,255.990005
2/24/2017,257
2/27/2017,246.229996
2/28/2017,249.990005
3/1/2017,250.020004
3/2/2017,250.479996
3/3/2017,251.570007
3/6/2017,251.210007
3/7/2017,248.589996
3/8/2017,246.869995
3/9/2017,244.899994
3/10/2017,243.690002
3/13/2017,246.169998
3/14/2017,258
3/15/2017,255.729996
3/16/2017,262.049988
3/17/2017,261.5
3/20/2017,261.920013
3/21/2017,250.679993
3/22/2017,255.009995
3/23/2017,254.779999
3/24/2017,263.160004
3/27/2017,270.220001
3/28/2017,277.450012
3/29/2017,277.380005
3/30/2017,277.920013
3/31/2017,278.299988
4/3/2017,298.519989
4/4/2017,303.700012
4/5/2017,295
4/6/2017,298.700012
4/7/2017,302.540009
4/10/2017,312.390015
4/11/2017,308.709991
4/12/2017,296.839996
4/13/2017,304
4/17/2017,301.440002
4/18/2017,300.25
4/19/2017,305.519989
4/20/2017,302.51001
4/21/2017,305.600006
4/24/2017,308.029999
4/25/2017,313.790009
4/26/2017,310.170013
4/27/2017,308.630005
4/28/2017,314.070007
5/1/2017,322.829987
5/2/2017,318.890015
5/3/2017,311.019989
5/4/2017,295.459991
5/5/2017,308.350006
5/8/2017,307.190002
5/9/2017,321.26001
5/10/2017,325.220001
5/11/2017,323.100006
5/12/2017,324.809998
5/15/2017,315.880005
5/16/2017,317.01001
5/17/2017,306.109985
5/18/2017,313.059998
5/19/2017,310.829987
5/22/2017,310.350006
5/23/2017,303.859985
5/24/2017,310.220001
5/25/2017,316.829987
5/26/2017,325.140015
5/30/2017,335.100006
5/31/2017,341.01001
6/1/2017,340.369995
6/2/2017,339.850006
6/5/2017,347.320007
6/6/2017,352.850006
6/7/2017,359.649994
6/8/2017,370
6/9/2017,357.320007
6/12/2017,359.01001
6/13/2017,375.950012
6/14/2017,380.660004
6/15/2017,375.339996
6/16/2017,371.399994
6/19/2017,369.799988
6/20/2017,372.23999
6/21/2017,376.399994
6/22/2017,382.609985
6/23/2017,383.450012
6/26/2017,377.48999
6/27/2017,362.369995
6/28/2017,371.23999
6/29/2017,360.75
6/30/2017,361.609985
7/3/2017,352.619995
7/5/2017,327.089996
7/6/2017,308.829987
7/7/2017,313.220001
7/10/2017,316.049988
7/11/2017,327.220001
7/12/2017,329.519989
7/13/2017,323.410004
7/14/2017,327.779999
7/17/2017,319.570007
7/18/2017,328.23999
7/19/2017,325.26001
7/20/2017,329.920013
7/21/2017,328.399994
7/24/2017,342.519989
7/25/2017,339.600006
7/26/2017,343.850006
7/27/2017,334.459991
7/28/2017,335.070007
7/31/2017,323.470001
8/1/2017,319.570007
8/2/2017,325.890015
8/3/2017,347.089996
8/4/2017,356.910004
8/7/2017,355.170013
8/8/2017,365.220001
8/9/2017,363.529999
8/10/2017,355.399994
8/11/2017,357.869995
8/14/2017,363.799988
8/15/2017,362.329987
8/16/2017,362.910004
8/17/2017,351.920013
8/18/2017,347.459991
8/21/2017,337.859985
8/22/2017,341.350006
8/23/2017,352.769989
8/24/2017,352.929993
8/25/2017,348.049988
8/28/2017,345.660004
8/29/2017,347.359985
8/30/2017,353.179993
8/31/2017,355.899994
9/1/2017,355.399994
9/5/2017,349.589996
9/6/2017,344.529999
9/7/2017,350.609985
9/8/2017,343.399994
9/11/2017,363.690002
9/12/2017,362.75
9/13/2017,366.230011
9/14/2017,377.640015
9/15/2017,379.809998
9/18/2017,385
9/19/2017,375.100006
9/20/2017,373.910004
9/21/2017,366.480011
9/22/2017,351.089996
9/25/2017,344.98999
9/26/2017,345.25
9/27/2017,340.970001
9/28/2017,339.600006
9/29/2017,341.100006
10/2/2017,341.529999
10/3/2017,348.140015
10/4/2017,355.01001
10/5/2017,355.329987
10/6/2017,356.880005
10/9/2017,342.940002
10/10/2017,355.589996
10/11/2017,354.600006
10/12/2017,355.679993
10/13/2017,355.570007
10/16/2017,350.600006
10/17/2017,355.75
10/18/2017,359.649994
10/19/2017,351.809998
10/20/2017,345.100006
10/23/2017,337.019989
10/24/2017,337.339996
10/25/2017,325.839996
10/26/2017,326.170013
10/27/2017,320.869995
10/30/2017,320.079987
10/31/2017,331.529999
11/1/2017,321.079987
11/2/2017,299.26001
11/3/2017,306.089996
11/6/2017,302.779999
11/7/2017,306.049988
11/8/2017,304.390015
11/9/2017,302.98999
11/10/2017,302.98999
11/13/2017,315.399994
11/14/2017,308.700012
11/15/2017,311.299988
11/16/2017,312.5
11/17/2017,315.049988
11/20/2017,308.73999
11/21/2017,317.809998
11/22/2017,312.600006
11/24/2017,315.549988
11/27/2017,316.809998
11/28/2017,317.549988
11/29/2017,307.540009
11/30/2017,308.850006
12/1/2017,306.529999
12/4/2017,305.200012
12/5/2017,303.700012
12/6/2017,313.26001
12/7/2017,311.23999
12/8/2017,315.130005
12/11/2017,328.910004
12/12/2017,341.029999
12/13/2017,339.029999
12/14/2017,337.890015
12/15/2017,343.450012
12/18/2017,338.869995
12/19/2017,331.100006
12/20/2017,328.980011
12/21/2017,331.660004
12/22/2017,325.200012
12/26/2017,317.290009
12/27/2017,311.640015
12/28/2017,315.359985
12/29/2017,311.350006
1/2/2018,320.529999
1/3/2018,317.25
1/4/2018,314.619995
1/5/2018,316.579987
1/8/2018,336.410004
1/9/2018,333.690002
1/10/2018,334.799988
1/11/2018,337.950012
1/12/2018,336.220001
1/16/2018,340.059998
1/17/2018,347.160004
1/18/2018,344.570007
1/19/2018,350.019989
1/22/2018,351.559998
1/23/2018,352.790009
1/24/2018,345.890015
1/25/2018,337.640015
1/26/2018,342.850006
1/29/2018,349.529999
1/30/2018,345.820007
1/31/2018,354.309998
2/1/2018,349.25
2/2/2018,343.75
2/5/2018,333.130005
2/6/2018,333.970001
2/7/2018,345
2/8/2018,315.230011
2/9/2018,310.420013
2/12/2018,315.730011
2/13/2018,323.660004
2/14/2018,322.309998
2/15/2018,334.070007
2/16/2018,335.48999
2/20/2018,334.769989
2/21/2018,333.299988
2/22/2018,346.170013
2/23/2018,352.049988
2/26/2018,357.420013
2/27/2018,350.98999
2/28/2018,343.059998
3/1/2018,330.929993
3/2/2018,335.119995
3/5/2018,333.350006
3/6/2018,328.200012
3/7/2018,332.299988
3/8/2018,329.100006
3/9/2018,327.170013
3/12/2018,345.51001
3/13/2018,341.839996
3/14/2018,326.630005
3/15/2018,325.600006
3/16/2018,321.350006
3/19/2018,313.559998
3/20/2018,310.549988
3/21/2018,316.529999
3/22/2018,309.100006
3/23/2018,301.540009
3/26/2018,304.179993
3/27/2018,279.179993
3/28/2018,257.779999
3/29/2018,266.130005
4/2/2018,252.479996
4/3/2018,267.529999
4/4/2018,286.940002
4/5/2018,305.720001
4/6/2018,299.299988
4/9/2018,289.660004
4/10/2018,304.700012
4/11/2018,300.929993
4/12/2018,294.079987
4/13/2018,300.339996
4/16/2018,291.209991
4/17/2018,287.690002
4/18/2018,293.350006
4/19/2018,300.079987
4/20/2018,290.23999
4/23/2018,283.369995
4/24/2018,283.459991
4/25/2018,280.690002
4/26/2018,285.480011
4/27/2018,294.079987
4/30/2018,293.899994
5/1/2018,299.920013
5/2/2018,301.149994
5/3/2018,284.450012
5/4/2018,294.089996
5/7/2018,302.769989
5/8/2018,301.970001
5/9/2018,306.850006
5/10/2018,305.019989
5/11/2018,301.059998
5/14/2018,291.970001
5/15/2018,284.179993
5/16/2018,286.480011
5/17/2018,284.540009
5/18/2018,276.820007
5/21/2018,284.48999
5/22/2018,275.01001
5/23/2018,279.070007
5/24/2018,277.850006
5/25/2018,278.850006
5/29/2018,283.76001
5/30/2018,291.720001
5/31/2018,284.730011
6/1/2018,291.820007
6/4/2018,296.73999
6/5/2018,291.130005
6/6/2018,319.5
6/7/2018,316.089996
6/8/2018,317.660004
6/11/2018,332.100006
6/12/2018,342.769989
6/13/2018,344.779999
6/14/2018,357.720001
6/15/2018,358.170013
6/18/2018,370.829987
6/19/2018,352.549988
6/20/2018,362.220001
6/21/2018,347.51001
6/22/2018,333.630005
6/25/2018,333.01001
6/26/2018,342
6/27/2018,344.5
6/28/2018,349.929993
6/29/2018,342.950012
7/2/2018,335.070007
7/3/2018,310.859985
7/5/2018,309.160004
7/6/2018,308.899994
7/9/2018,318.51001
7/10/2018,322.470001
7/11/2018,318.959991
7/12/2018,316.709991
7/13/2018,318.869995
7/16/2018,310.100006
7/17/2018,322.690002
7/18/2018,323.850006
7/19/2018,320.230011
7/20/2018,313.579987
7/23/2018,303.200012
7/24/2018,297.429993
7/25/2018,308.73999
7/26/2018,306.649994
7/27/2018,297.179993
7/30/2018,290.170013
7/31/2018,298.140015
8/1/2018,300.839996
8/2/2018,349.540009
8/3/2018,348.170013
8/6/2018,341.98999
8/7/2018,379.570007
8/8/2018,370.339996
8/9/2018,352.450012
8/10/2018,355.48999
8/13/2018,356.410004
8/14/2018,347.640015
8/15/2018,338.690002
8/16/2018,335.450012
8/17/2018,305.5
8/20/2018,308.440002
8/21/2018,321.899994
8/22/2018,321.640015
8/23/2018,320.100006
8/24/2018,322.820007
8/27/2018,319.269989
8/28/2018,311.859985
8/29/2018,305.01001
8/30/2018,303.149994
8/31/2018,301.660004
9/4/2018,288.950012
9/5/2018,280.73999
9/6/2018,280.950012
9/7/2018,263.23999
9/10/2018,285.5
9/11/2018,279.440002
9/12/2018,290.540009
9/13/2018,289.459991
9/14/2018,295.200012
9/17/2018,294.839996
9/18/2018,284.959991
9/19/2018,299.019989
9/20/2018,298.329987
9/21/2018,299.100006
9/24/2018,299.679993
9/25/2018,300.98999
9/26/2018,309.579987
9/27/2018,307.519989
9/28/2018,264.769989
10/1/2018,310.700012
10/2/2018,301.019989
10/3/2018,294.799988
10/4/2018,281.829987
10/5/2018,261.950012
10/8/2018,250.559998
10/9/2018,262.799988
10/10/2018,256.880005
10/11/2018,252.229996
10/12/2018,258.779999
10/15/2018,259.589996
10/16/2018,276.589996
10/17/2018,271.779999
10/18/2018,263.910004
10/19/2018,260
10/22/2018,260.950012
10/23/2018,294.140015
10/24/2018,288.5
10/25/2018,314.859985
10/26/2018,330.899994
10/29/2018,334.850006
10/30/2018,329.899994
10/31/2018,337.320007
11/1/2018,344.279999
11/2/2018,346.410004
11/5/2018,341.399994
11/6/2018,341.059998
11/7/2018,348.160004
11/8/2018,351.399994
11/9/2018,350.51001
11/12/2018,331.279999
11/13/2018,338.730011
11/14/2018,344
11/15/2018,348.440002
11/16/2018,354.309998
11/19/2018,353.470001
11/20/2018,347.48999
11/21/2018,338.190002
11/23/2018,325.829987
11/26/2018,346
11/27/2018,343.920013
11/28/2018,347.869995
11/29/2018,341.170013
11/30/2018,350.480011
12/3/2018,358.48999
12/4/2018,359.700012
12/6/2018,363.059998
12/7/2018,357.970001
12/10/2018,365.149994
12/11/2018,366.76001
12/12/2018,366.600006
12/13/2018,376.790009
12/14/2018,365.709991
12/17/2018,348.420013
12/18/2018,337.029999
12/19/2018,332.970001
12/20/2018,315.380005
12/21/2018,319.769989
12/24/2018,295.390015
12/26/2018,326.089996
12/27/2018,316.130005
12/28/2018,333.869995
12/31/2018,332.799988
1/2/2019,310.119995
1/3/2019,300.359985
1/4/2019,317.690002
1/7/2019,334.959991
1/8/2019,335.350006
1/9/2019,338.529999
1/10/2019,344.970001
1/11/2019,347.26001
1/14/2019,334.399994
1/15/2019,344.429993
1/16/2019,346.049988
1/17/2019,347.309998
1/18/2019,302.26001
1/22/2019,298.920013
1/23/2019,287.589996
1/24/2019,291.51001
1/25/2019,297.040009
1/28/2019,296.380005
1/29/2019,297.459991
1/30/2019,308.769989
1/31/2019,307.019989
2/1/2019,312.209991
2/4/2019,312.890015
2/5/2019,321.350006
2/6/2019,317.220001
2/7/2019,307.51001
2/8/2019,305.799988
2/11/2019,312.839996
2/12/2019,311.809998
2/13/2019,308.170013
2/14/2019,303.769989
2/15/2019,307.880005
2/19/2019,305.640015
2/20/2019,302.559998
2/21/2019,291.230011
2/22/2019,294.709991
2/25/2019,298.769989
2/26/2019,297.859985
2/27/2019,314.73999
2/28/2019,319.880005
3/1/2019,294.790009
3/4/2019,285.359985
3/5/2019,276.540009
3/6/2019,276.23999
3/7/2019,276.589996
3/8/2019,284.140015
3/11/2019,290.920013
3/12/2019,283.359985
3/13/2019,288.959991
3/14/2019,289.959991
3/15/2019,275.429993
3/18/2019,269.48999
3/19/2019,267.470001
3/20/2019,273.600006
3/21/2019,274.019989
3/22/2019,264.529999
3/25/2019,260.420013
3/26/2019,267.769989
3/27/2019,274.829987
3/28/2019,278.619995
3/29/2019,279.859985
4/1/2019,289.179993
4/2/2019,285.880005
4/3/2019,291.809998
4/4/2019,267.779999
4/5/2019,274.959991
4/8/2019,273.200012
4/9/2019,272.309998
4/10/2019,276.059998
4/11/2019,268.420013
4/12/2019,267.700012
4/15/2019,266.380005
4/16/2019,273.359985
4/17/2019,271.230011
4/18/2019,273.26001
4/22/2019,262.75
4/23/2019,263.899994
4/24/2019,258.660004
4/25/2019,247.630005
4/26/2019,235.139999
4/29/2019,241.470001
4/30/2019,238.690002
5/1/2019,234.009995
5/2/2019,244.100006
5/3/2019,255.029999
5/6/2019,255.339996
5/7/2019,247.059998
5/8/2019,244.839996
5/9/2019,241.979996
5/10/2019,239.520004
5/13/2019,227.009995
5/14/2019,232.309998
5/15/2019,231.949997
5/16/2019,228.330002
5/17/2019,211.029999
5/20/2019,205.360001
5/21/2019,205.080002
5/22/2019,192.729996
5/23/2019,195.490005
5/24/2019,190.630005
5/28/2019,188.699997
5/29/2019,189.860001
5/30/2019,188.220001
5/31/2019,185.160004
6/3/2019,178.970001
6/4/2019,193.600006
6/5/2019,196.589996
6/6/2019,205.949997
6/7/2019,204.5
6/10/2019,212.880005
6/11/2019,217.100006
6/12/2019,209.259995
6/13/2019,213.910004
6/14/2019,214.919998
6/17/2019,225.029999
6/18/2019,224.740005
6/19/2019,226.429993
6/20/2019,219.619995
6/21/2019,221.860001
6/24/2019,223.639999
6/25/2019,219.759995
6/26/2019,219.270004
6/27/2019,222.839996
6/28/2019,223.460007
7/1/2019,227.169998
7/2/2019,224.550003
7/3/2019,234.899994
7/5/2019,233.100006
7/8/2019,230.339996
7/9/2019,230.059998
7/10/2019,238.919998
7/11/2019,238.600006
7/12/2019,245.080002
7/15/2019,253.5
7/16/2019,252.380005
7/17/2019,254.860001
7/18/2019,253.539993
7/19/2019,258.179993
7/22/2019,255.679993
7/23/2019,260.170013
7/24/2019,264.880005
7/25/2019,228.820007
7/26/2019,228.039993
7/29/2019,235.770004
7/30/2019,242.259995
7/31/2019,241.610001
8/1/2019,233.850006
8/2/2019,234.339996
8/5/2019,228.320007
8/6/2019,230.75
8/7/2019,233.419998
8/8/2019,238.300003
8/9/2019,235.009995
8/12/2019,229.009995
8/13/2019,235
8/14/2019,219.619995
8/15/2019,215.639999
8/16/2019,219.940002
8/19/2019,226.830002
8/20/2019,225.860001
8/21/2019,220.830002
8/22/2019,222.149994
8/23/2019,211.399994
8/26/2019,215
8/27/2019,214.080002
8/28/2019,215.589996
8/29/2019,221.710007
8/30/2019,225.610001
9/3/2019,225.009995
9/4/2019,220.679993
9/5/2019,229.580002
9/6/2019,227.449997
9/9/2019,231.789993
9/10/2019,235.539993
9/11/2019,247.100006
9/12/2019,245.869995
9/13/2019,245.199997
9/16/2019,242.809998
9/17/2019,244.789993
9/18/2019,243.490005
9/19/2019,246.600006
9/20/2019,240.619995
9/23/2019,241.229996
9/24/2019,223.210007
9/25/2019,228.699997
9/26/2019,242.559998
9/27/2019,242.130005
9/30/2019,240.869995
10/1/2019,244.690002
10/2/2019,243.130005
10/3/2019,233.029999
10/4/2019,231.429993
10/7/2019,237.720001
10/8/2019,240.050003
10/9/2019,244.529999
10/10/2019,244.740005
10/11/2019,247.889999
10/14/2019,256.959991
10/15/2019,257.890015
10/16/2019,259.75
10/17/2019,261.970001
10/18/2019,256.950012
10/21/2019,253.5
10/22/2019,255.580002
10/23/2019,254.679993
10/24/2019,299.679993
10/25/2019,328.130005
10/28/2019,327.709991
10/29/2019,316.220001
10/30/2019,315.01001
10/31/2019,314.920013
11/1/2019,313.309998
11/4/2019,317.470001
11/5/2019,317.220001
11/6/2019,326.579987
11/7/2019,335.540009
11/8/2019,337.140015
11/11/2019,345.089996
11/12/2019,349.929993
11/13/2019,346.109985
11/14/2019,349.350006
11/15/2019,352.170013
11/18/2019,349.98999
11/19/2019,359.519989
11/20/2019,352.220001
11/21/2019,354.829987
11/22/2019,333.040009
11/25/2019,336.339996
11/26/2019,328.920013
11/27/2019,331.290009
11/29/2019,329.940002
12/2/2019,334.869995
